t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.482437 , 0.732597 , 0.498215 , 0.112094 , 0.207953 , 0.0772118 , 0.259529 , -0.533097 , 0.972228 , 0.60152
1 , -0.427931 , -0.146092 , -0.40904 , 0.741203 , 0.373302 , 0.97586 , 0.920713 , 0.844905 , 0.737846 , 0.517869
2 , 0.446883 , -0.332835 , 0.583972 , 0.244148 , 0.285195 , 0.991302 , -0.306528 , 0.493057 , 0.370922 , 0.319498
3 , -0.708792 , 0.494339 , 0.0435499 , -0.320048 , -0.851527 , 0.183172 , 0.419446 , -0.723563 , 0.702261 , 0.0797449
4 , 0.269784 , 0.0377209 , 0.134831 , 0.965728 , 0.499435 , 0.564226 , 0.227088 , 0.0220038 , -0.260598 , 0.739494
5 , 0.760155 , 0.743889 , 0.780786 , 0.754051 , 0.304788 , 0.425825 , 0.104373 , 0.651326 , 0.645161 , 0.257454
6 , 0.289468 , 0.875057 , -0.0898465 , 0.198126 , 0.565966 , 0.758599 , 0.0340587 , 0.27192 , 0.518387 , 0.706412
7 , 0.412763 , 0.901456 , 0.632466 , -0.177465 , 0.579089 , 0.24189 , 0.718223 , -0.589984 , -0.799219 , 0.601917
8 , 0.709952 , 0.401257 , 0.929411 , 0.225043 , -0.0586871 , 0.951903 , 0.907743 , 0.758599 , 0.869533 , 0.733757
9 , -0.449599 , 0.950957 , 0.516068 , 0.326304 , 0.428022 , 0.861293 , 0.522477 , 0.44966 , 0.852596 , 0.643055
10 , 0.214637 , 0.42851 , 0.749535 , 0.054445 , 0.0187994 , 0.643025 , 0.741142 , 0.548906 , 0.107334 , 0.577593
11 , 0.929167 , 0.613788 , 0.655782 , 0.103214 , 0.584002 , 0.289895 , 0.626667 , 0.936125 , 0.197211 , 0.111393
12 , 0.0326548 , 0.508164 , 0.363323 , 0.445509 , 0.336619 , 0.45909 , 0.176122 , 0.542283 , 0.860866 , 0.703787
13 , 0.164251 , 0.558458 , 0.46263 , 0.238838 , 0.500015 , 0.314585 , 0.358715 , 0.921537 , 0.170537 , 0.582904
14 , 0.450148 , 0.629933 , 0.864711 , 0.0307321 , 0.028016 , 0.872555 , 0.314127 , 0.136021 , 0.791986 , 0.53795
15 , 0.643361 , 0.364452 , 0.38966 , 0.16895 , 0.255989 , 0.389538 , 0.303781 , 0.67333 , 0.0989715 , 0.541185
16 , 0.326884 , 0.471175 , 0.25956 , 0.813623 , 0.202551 , 0.428205 , 0.966521 , 0.522294 , 0.152623 , 0.416181
17 , 0.249825 , 0.97705 , 0.291635 , 0.929594 , 0.295877 , 0.579577 , 0.878262 , 0.238777 , 0.0202338 , 0.485275
18 , 0.922636 , 0.176336 , 0.456984 , 0.162297 , 0.977752 , 0.159948 , 0.908841 , 0.983154 , 0.216834 , 0.0918912
19 , 0.107639 , 0.435102 , 0.292581 , 0.229835 , 0.775445 , 0.241066 , 0.316935 , 0.864254 , 0.811335 , 0.559648
20 , 0.493057 , 0.106143 , 0.901517 , 0.211524 , 0.481521 , 0.133 , 0.051912 , 0.702017 , 0.863063 , 0.994171
21 , 0.838069 , 0.476272 , 0.00332652 , 0.856044 , 0.737419 , 0.386242 , 0.971618 , 0.1124 , 0.521989 , 0.277413
22 , 0.902158 , 0.309122 , 0.450453 , 0.264962 , 0.337718 , 0.825617 , 0.00817896 , 0.463576 , 0.869045 , 0.426862
23 , 0.756401 , 0.59032 , 0.144658 , 0.939817 , 0.561144 , 0.99118 , 0.566515 , 0.560015 , 0.387555 , 0.440413
24 , 0.742729 , 0.614673 , 0.474807 , 0.638997 , 0.258736 , 0.309366 , 0.203314 , 0.0285043 , 0.411512 , 0.00585955
25 , 0.508621 , 0.110782 , 0.643818 , 0.646138 , 0.426405 , 0.957915 , 0.398114 , 0.233253 , 0.047792 , 0.919126
26 , 0.265511 , 0.554369 , 0.0570696 , 0.877682 , 0.301492 , 0.845943 , 0.936216 , 0.206122 , 0.423994 , 0.0431532
27 , 0.621448 , 0.748802 , 0.82638 , 0.110965 , 0.740928 , 0.192907 , 0.364269 , 0.279855 , 0.424116 , 0.698172
28 , 0.645619 , 0.868648 , 0.374584 , 0.357433 , 0.194372 , 0.559099 , 0.16007 , 0.103854 , 0.883419 , 0.991211
29 , 0.581988 , 0.235542 , 0.511979 , 0.102206 , 0.596271 , 0.50267 , 0.893124 , 0.671896 , 0.470504 , 0.167119
30 , 0.467055 , 0.74517 , 0.816858 , 0.408368 , 0.58739 , 0.938841 , 0.365551 , 0.514237 , 0.826044 , 0.212561
31 , 0.448134 , 0.718131 , 0.320139 , 0.360698 , 0.269234 , 0.380016 , 0.139286 , 0.937346 , 0.565294 , 0.297433
32 , 0.467025 , 0.629505 , 0.987487 , 0.632527 , 0.812037 , 0.167608 , 0.598285 , 0.748863 , 0.12302 , 0.821955
33 , 0.797052 , 0.305399 , 0.938841 , 0.716544 , 0.310617 , 0.19071 , 0.393506 , 0.917112 , 0.740837 , 0.469558
34 , 0.321146 , 0.389325 , 0.372478 , 0.201086 , 0.932188 , 0.0501419 , 0.392651 , 0.701132 , 0.796838 , 0.38142
35 , 0.0425428 , 0.79577 , 0.387432 , 0.0120243 , 0.253487 , 0.791864 , 0.735618 , 0.578661 , 0.78222 , 0.981994
36 , 0.751091 , 0.113407 , 0.955565 , 0.411084 , 0.36729 , 0.82815 , 0.902768 , 0.418653 , 0.159978 , 0.730888
37 , 0.653127 , 0.117618 , 0.804773 , 0.362743 , 0.471603 , 0.112796 , 0.46379 , 0.417341 , 0.72631 , 0.773064
38 , 0.735557 , 0.326487 , 0.561785 , 0.283151 , 0.869106 , 0.660604 , 0.0119327 , 0.966521 , 0.557573 , 0.734031
39 , 0.301279 , 0.514176 , 0.794183 , 0.787164 , 0.219642 , 0.730857 , 0.329783 , 0.477218 , 0.792749 , 0.386792

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.482437 , 0.732597 , 0.498215 , 0.112094 , 0.207953 , 0.0772118 , 0.259529 , -0.533097 , 0.972228 , 0.60152
1 , -0.427931 , -0.146092 , -0.40904 , 0.741203 , 0.373302 , 0.97586 , 0.920713 , 0.844905 , 0.737846 , 0.517869
2 , 0.557506 , -0.466268 , 0.667177 , 0.395318 , 0.428156 , 0.993042 , -0.445222 , 0.594446 , 0.496738 , 0.455599
3 , -0.708792 , 0.494339 , 0.0435499 , -0.320048 , -0.851527 , 0.183172 , 0.419446 , -0.723563 , 0.702261 , 0.0797449
4 , 0.415827 , 0.230177 , 0.307865 , 0.972582 , 0.599548 , 0.651381 , 0.381671 , 0.217603 , -0.408478 , 0.791595
5 , 0.808124 , 0.795111 , 0.824628 , 0.803241 , 0.443831 , 0.54066 , 0.283499 , 0.721061 , 0.716129 , 0.405963
6 , 0.431574 , 0.900046 , -0.271877 , 0.358501 , 0.652773 , 0.806879 , 0.227247 , 0.417536 , 0.61471 , 0.76513
7 , 0.53021 , 0.921165 , 0.705972 , -0.341972 , 0.663271 , 0.393512 , 0.774578 , -0.671987 , -0.839375 , 0.681533
8 , 0.709952 , 0.401257 , 0.929411 , 0.225043 , -0.0586871 , 0.951903 , 0.907743 , 0.758599 , 0.869533 , 0.733757
9 , -0.449599 , 0.950957 , 0.516068 , 0.326304 , 0.428022 , 0.861293 , 0.522477 , 0.44966 , 0.852596 , 0.643055
10 , 0.371709 , 0.542808 , 0.799628 , 0.243556 , 0.21504 , 0.71442 , 0.792914 , 0.639125 , 0.285867 , 0.662075
11 , 0.929167 , 0.613788 , 0.655782 , 0.103214 , 0.584002 , 0.289895 , 0.626667 , 0.936125 , 0.197211 , 0.111393
12 , 0.226124 , 0.606531 , 0.490658 , 0.556407 , 0.469295 , 0.567272 , 0.340898 , 0.633827 , 0.888693 , 0.76303
13 , 0.331401 , 0.646767 , 0.570104 , 0.39107 , 0.600012 , 0.451668 , 0.486972 , 0.93723 , 0.33643 , 0.666323
14 , 0.450148 , 0.629933 , 0.864711 , 0.0307321 , 0.028016 , 0.872555 , 0.314127 , 0.136021 , 0.791986 , 0.53795
15 , 0.514689 , 0.291562 , 0.311728 , 0.13516 , 0.204791 , 0.311631 , 0.243025 , 0.538664 , 0.0791772 , 0.432948
16 , 0.261507 , 0.37694 , 0.207648 , 0.650899 , 0.162041 , 0.342564 , 0.773217 , 0.417835 , 0.122098 , 0.332945
17 , 0.19986 , 0.78164 , 0.233308 , 0.743675 , 0.236702 , 0.463662 , 0.702609 , 0.191021 , 0.016187 , 0.38822
18 , 0.738108 , 0.141069 , 0.365587 , 0.129838 , 0.782202 , 0.127958 , 0.727073 , 0.786523 , 0.173467 , 0.073513
19 , 0.086111 , 0.348082 , 0.234065 , 0.183868 , 0.620356 , 0.192853 , 0.253548 , 0.691403 , 0.649068 , 0.447719
20 , 0.493057 , 0.106143 , 0.901517 , 0.211524 , 0.481521 , 0.133 , 0.051912 , 0.702017 , 0.863063 , 0.994171
