t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.606708 , 0.235572 , -0.787408 , 0.765893 , 0.779687 , -0.701163 , 0.541826 , -0.0208136 , 0.445051 , -0.396771
1 , 0.892087 , 0.779382 , -0.421979 , -0.503525 , 0.471175 , -0.765679 , 0.29722 , 0.0570391 , 0.404065 , -0.888638
2 , 0.0975066 , -0.450179 , 0.818934 , 0.501511 , 0.610157 , 0.833583 , 0.52562 , 0.356975 , 0.204779 , 0.255318
3 , -0.756462 , 0.701437 , 0.079104 , -0.613575 , 0.951262 , 0.823573 , 0.233131 , 0.53853 , 0.4485 , 0.867611
4 , 0.903195 , 0.338939 , 0.0198981 , -0.690664 , -0.0826136 , 0.581896 , 0.491928 , 0.496384 , -0.288919 , 0.182073
5 , -0.653401 , 0.0583514 , 0.164281 , 0.537706 , 0.67098 , 0.16071 , 0.91525 , -0.299356 , 0.37019 , 0.522507
6 , 0.606739 , 0.411512 , 0.129765 , -0.805719 , 0.549883 , 0.128056 , 0.243202 , 0.220008 , 0.207984 , -0.538682
7 , -0.0606403 , 0.910459 , 0.733207 , 0.305734 , 0.438551 , 0.00482192 , -0.591693 , 0.887387 , 0.89761 , 0.10828
8 , -0.574358 , 0.575762 , -0.315561 , 0.553575 , 0.345378 , 0.26484 , 0.545274 , 0.310984 , -0.65099 , 0.600696
9 , -0.836238 , 0.672353 , 0.076632 , 0.41792 , -0.00225837 , 0.960906 , 0.926023 , 0.110538 , 0.745933 , 0.341044
10 , 0.444105 , 0.167516 , 0.623951 , 0.759728 , 0.774407 , 0.19068 , 0.965361 , 0.0476089 , 0.290689 , 0.123447
11 , 0.83108 , 0.526353 , 0.696951 , 0.212317 , 0.736442 , 0.60741 , 0.0859401 , 0.629566 , 0.348247 , 0.297983
12 , 0.666799 , 0.376629 , 0.891079 , 0.208136 , 0.117405 , 0.365429 , 0.143773 , 0.805414 , 0.215918 , 0.645772
13 , 0.418561 , 0.97821 , 0.146184 , 0.461074 , 0.349742 , 0.868313 , 0.343394 , 0.0699789 , 0.722221 , 0.633229
14 , 0.713797 , 0.202826 , 0.0976287 , 0.245521 , 0.380139 , 0.0389111 , 0.584338 , 0.734794 , 0.511338 , 0.00701926
15 , 0.246986 , 0.947172 , 0.296182 , 0.928953 , 0.472365 , 0.0538041 , 0.741172 , 0.570879 , 0.319834 , 0.678121
16 , 0.950652 , 0.979247 , 0.446852 , 0.146397 , 0.939817 , 0.583819 , 0.940489 , 0.478957 , 0.474105 , 0.809046
17 , 0.602924 , 0.75634 , 0.878689 , 0.818049 , 0.309153 , 0.655751 , 0.875668 , 0.46498 , 0.438002 , 0.798303
18 , 0.930265 , 0.540391 , 0.654683 , 0.312967 , 0.926054 , 0.665792 , 0.021485 , 0.928495 , 0.374981 , 0.894223
19 , 0.225318 , 0.258003 , 0.506851 , 0.995636 , 0.601794 , 0.81869 , 0.0120243 , 0.82696 , 0.901242 , 0.541856
20 , 0.879452 , 0.533097 , 0.623707 , 0.353282 , 0.928404 , 0.954711 , 0.456313 , 0.520585 , 0.567461 , 0.243995
21 , 0.940947 , 0.696158 , 0.31373 , 0.86993 , 0.73162 , 0.107059 , 0.221809 , 0.119388 , 0.0870388 , 0.706626
22 , 0.179601 , 0.530412 , 0.51207 , 0.130955 , 0.259163 , 0.591784 , 0.228706 , 0.881832 , 0.706961 , 0.760979
23 , 0.920652 , 0.39201 , 0.865902 , 0.281869 , 0.62212 , 0.524674 , 0.521744 , 0.903012 , 0.203833 , 0.318644
24 , 0.758599 , 0.783044 , 0.250374 , 0.562059 , 0.752861 , 0.0105289 , 0.820368 , 0.734581 , 0.766991 , 0.412488
25 , 0.307657 , 0.145268 , 0.25071 , 0.744285 , 0.697012 , 0.806665 , 0.698233 , 0.84994 , 0.143895 , 0.041963
26 , 0.710624 , 0.011475 , 0.756188 , 0.597613 , 0.995941 , 0.300607 , 0.457381 , 0.340373 , 0.709067 , 0.790338
27 , 0.0410169 , 0.437391 , 0.6292 , 0.625507 , 0.950591 , 0.382244 , 0.315165 , 0.749046 , 0.902066 , 0.448958
28 , 0.304453 , 0.522111 , 0.608234 , 0.839351 , 0.379254 , 0.923673 , 0.969695 , 0.710318 , 0.554033 , 0.269265
29 , 0.895749 , 0.788049 , 0.379589 , 0.916776 , 0.881954 , 0.794214 , 0.635151 , 0.899716 , 0.271889 , 0.925626
30 , 0.722648 , 0.856624 , 0.731376 , 0.384686 , 0.228004 , 0.253517 , 0.866085 , 0.340281 , 0.902554 , 0.438032
31 , 0.387066 , 0.8511 , 0.509629 , 0.0856655 , 0.915159 , 0.810175 , 0.547319 , 0.981017 , 0.781579 , 0.798822
32 , 0.451369 , 0.904569 , 0.356426 , 0.759453 , 0.83227 , 0.829249 , 0.935148 , 0.284433 , 0.606128 , 0.492935
33 , 0.52855 , 0.676382 , 0.547319 , 0.720878 , 0.922666 , 0.950255 , 0.223792 , 0.962035 , 0.982849 , 0.129185
34 , 0.351939 , 0.509842 , 0.287088 , 0.969726 , 0.408673 , 0.352153 , 0.402387 , 0.597797 , 0.619953 , 0.62569
35 , 0.724693 , 0.418806 , 0.191412 , 0.249031 , 0.133824 , 0.711692 , 0.78573 , 0.334452 , 0.375042 , 0.451704
36 , 0.944914 , 0.102725 , 0.00442518 , 0.204047 , 0.525834 , 0.958739 , 0.175787 , 0.678915 , 0.568224 , 0.936583
37 , 0.57973 , 0.275948 , 0.502914 , 0.505295 , 0.209021 , 0.272164 , 0.760521 , 0.448561 , 0.74517 , 0.244331
38 , 0.938658 , 0.388501 , 0.640645 , 0.217505 , 0.0229804 , 0.799463 , 0.209845 , 0.544664 , 0.0539262 , 0.904416
39 , 0.903562 , 0.935545 , 0.918943 , 0.438276 , 0.761437 , 0.952727 , 0.611194 , 0.234077 , 0.204901 , 0.406842

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.606708 , 0.235572 , -0.787408 , 0.765893 , 0.779687 , -0.701163 , 0.541826 , -0.0208136 , 0.445051 , -0.396771
1 , 0.913669 , 0.823505 , -0.537584 , -0.60282 , 0.57694 , -0.812543 , 0.437776 , 0.245631 , 0.523252 , -0.91091
2 , 0.278005 , -0.560143 , 0.855147 , 0.601209 , 0.688125 , 0.866866 , 0.620496 , 0.48558 , 0.363823 , 0.404254
3 , -0.756462 , 0.701437 , 0.079104 , -0.613575 , 0.951262 , 0.823573 , 0.233131 , 0.53853 , 0.4485 , 0.867611
4 , 0.922556 , 0.471151 , 0.215918 , -0.752532 , -0.266091 , 0.665517 , 0.593542 , 0.597107 , -0.431135 , 0.345659
5 , -0.722721 , 0.246681 , 0.331425 , 0.630165 , 0.736784 , 0.328568 , 0.9322 , -0.439485 , 0.496152 , 0.618006
6 , 0.606739 , 0.411512 , 0.129765 , -0.805719 , 0.549883 , 0.128056 , 0.243202 , 0.220008 , 0.207984 , -0.538682
7 , -0.248512 , 0.928367 , 0.786566 , 0.444588 , 0.550841 , 0.203858 , -0.673354 , 0.909909 , 0.918088 , 0.286624
8 , -0.659487 , 0.66061 , -0.452449 , 0.64286 , 0.476302 , 0.411872 , 0.636219 , 0.448787 , -0.720792 , 0.680557
9 , -0.836238 , 0.672353 , 0.076632 , 0.41792 , -0.00225837 , 0.960906 , 0.926023 , 0.110538 , 0.745933 , 0.341044
10 , 0.444105 , 0.167516 , 0.623951 , 0.759728 , 0.774407 , 0.19068 , 0.965361 , 0.0476089 , 0.290689 , 0.123447
11 , 0.83108 , 0.526353 , 0.696951 , 0.212317 , 0.736442 , 0.60741 , 0.0859401 , 0.629566 , 0.348247 , 0.297983
12 , 0.733439 , 0.501303 , 0.912864 , 0.366509 , 0.293924 , 0.492343 , 0.315018 , 0.844331 , 0.372735 , 0.716617
13 , 0.534849 , 0.982568 , 0.316947 , 0.568859 , 0.479794 , 0.89465 , 0.474715 , 0.255983 , 0.777776 , 0.706583
14 , 0.713797 , 0.202826 , 0.0976287 , 0.245521 , 0.380139 , 0.0389111 , 0.584338 , 0.734794 , 0.511338 , 0.00701926
15 , 0.397589 , 0.957738 , 0.436946 , 0.943162 , 0.577892 , 0.243043 , 0.792938 , 0.656703 , 0.455867 , 0.742497
16 , 0.960521 , 0.983398 , 0.557482 , 0.317118 , 0.951854 , 0.667055 , 0.952391 , 0.583166 , 0.579284 , 0.847237
17 , 0.682339 , 0.805072 , 0.902951 , 0.854439 , 0.447322 , 0.724601 , 0.900534 , 0.571984 , 0.550401 , 0.838643
18 , 0.944212 , 0.632313 , 0.723746 , 0.450374 , 0.940843 , 0.732633 , 0.217188 , 0.942796 , 0.499985 , 0.915378
19 , 0.380255 , 0.406403 , 0.605481 , 0.996509 , 0.681436 , 0.854952 , 0.209619 , 0.861568 , 0.920994 , 0.633485
20 , 0.703561 , 0.426478 , 0.498965 , 0.282626 , 0.742723 , 0.763768 , 0.36505 , 0.416468 , 0.453969 , 0.195196
21 , 0.752757 , 0.556926 , 0.250984 , 0.695944 , 0.585296 , 0.0856472 , 0.177447 , 0.0955107 , 0.069631 , 0.5653
22 , 0.179601 , 0.530412 , 0.51207 , 0.130955 , 0.259163 , 0.591784 , 0.228706 , 0.881832 , 0.706961 , 0.760979
23 , 0.920652 , 0.39201 , 0.865902 , 0.281869 , 0.62212 , 0.524674 , 0.521744 , 0.903012 , 0.203833 , 0.318644
24 , 0.806879 , 0.826435 , 0.400299 , 0.649648 , 0.802289 , 0.208423 , 0.856294 , 0.787664 , 0.813593 , 0.529991
25 , 0.446126 , 0.316215 , 0.400568 , 0.795428 , 0.75761 , 0.845332 , 0.758586 , 0.879952 , 0.315116 , 0.23357
26 , 0.710624 , 0.011475 , 0.756188 , 0.597613 , 0.995941 , 0.300607 , 0.457381 , 0.340373 , 0.709067 , 0.790338
27 , 0.232814 , 0.549913 , 0.70336 , 0.700406 , 0.960472 , 0.505795 , 0.452132 , 0.799237 , 0.921653 , 0.559166
28 , 0.304453 , 0.522111 , 0.608234 , 0.839351 , 0.379254 , 0.923673 , 0.969695 , 0.710318 , 0.554033 , 0.269265
29 , 0.895749 , 0.788049 , 0.379589 , 0.916776 , 0.881954 , 0.794214 , 0.635151 , 0.899716 , 0.271889 , 0.925626
30 , 0.722648 , 0.856624 , 0.731376 , 0.384686 , 0.228004 , 0.253517 , 0.866085 , 0.340281 , 0.902554 , 0.438032
31 , 0.509653 , 0.88088 , 0.607703 , 0.268532 , 0.932127 , 0.84814 , 0.637855 , 0.984814 , 0.825263 , 0.839058
32 , 0.451369 , 0.904569 , 0.356426 , 0.759453 , 0.83227 , 0.829249 , 0.935148 , 0.284433 , 0.606128 , 0.492935
33 , 0.52855 , 0.676382 , 0.547319 , 0.720878 , 0.922666 , 0.950255 , 0.223792 , 0.962035 , 0.982849 , 0.129185
34 , 0.481552 , 0.607874 , 0.42967 , 0.97578 , 0.526939 , 0.481722 , 0.521909 , 0.678237 , 0.695962 , 0.700552
35 , 0.779754 , 0.535044 , 0.35313 , 0.399225 , 0.307059 , 0.769353 , 0.828584 , 0.467562 , 0.500034 , 0.561364
36 , 0.944914 , 0.102725 , 0.00442518 , 0.204047 , 0.525834 , 0.958739 , 0.175787 , 0.678915 , 0.568224 , 0.936583
37 , 0.663784 , 0.420759 , 0.602332 , 0.604236 , 0.367217 , 0.417731 , 0.808417 , 0.558849 , 0.796136 , 0.395465
38 , 0.938658 , 0.388501 , 0.640645 , 0.217505 , 0.0229804 , 0.799463 , 0.209845 , 0.544664 , 0.0539262 , 0.904416
39 , 0.903562 , 0.935545 , 0.918943 , 0.438276 , 0.761437 , 0.952727 , 0.611194 , 0.234077 , 0.204901 , 0.406842

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.685366 , 0.388458 , -0.829926 , 0.812714 , 0.823749 , -0.76093 , 0.63346 , -0.216651 , 0.556041 , -0.517417
1 , 0.930935 , 0.858804 , -0.630067 , -0.682256 , 0.661552 , -0.850034 , 0.550221 , 0.396505 , 0.618602 , -0.928728
2 , 0.422404 , -0.648114 , 0.884118 , 0.680967 , 0.7505 , 0.893493 , 0.696397 , 0.588464 , 0.491059 , 0.523403
3 , -0.80517 , 0.76115 , 0.263283 , -0.69086 , 0.96101 , 0.858858 , 0.386505 , 0.630824 , 0.5588 , 0.894089
4 , 0.938045 , 0.576921 , 0.372735 , -0.802025 , -0.412873 , 0.732414 , 0.674834 , 0.677685 , -0.544908 , 0.476527
5 , -0.778177 , 0.397345 , 0.46514 , 0.704132 , 0.789427 , 0.462855 , 0.94576 , -0.551588 , 0.596921 , 0.694405
6 , 0.685391 , 0.529209 , 0.303812 , -0.844575 , 0.639906 , 0.302445 , 0.394562 , 0.376006 , 0.366387 , -0.630946
7 , -0.39881 , 0.942694 , 0.829253 , 0.55567 , 0.640673 , 0.363086 , -0.738683 , 0.927927 , 0.934471 , 0.429299
8 , -0.727589 , 0.728488 , -0.561959 , 0.714288 , 0.581042 , 0.529497 , 0.708975 , 0.55903 , -0.776634 , 0.744445
9 , -0.86899 , 0.737883 , 0.261306 , 0.534336 , -0.201807 , 0.968725 , 0.940818 , 0.28843 , 0.796747 , 0.472835
10 , 0.555284 , 0.334013 , 0.699161 , 0.807782 , 0.819526 , 0.352544 , 0.972289 , 0.238087 , 0.432551 , 0.298758
