t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.748955 , 0.843349 , 0.570025 , -0.77279 , 0.764 , 0.441389 , 0.967864 , 0.426344 , 0.117649 , 0.599597 , 0.12595 , 0.232612 , 0.367626 , 0.818537 , 0.94055 , 0.0851161 , 0.0601825 , 0.183935 , 0.997681 , 0.719565 , 0.739372 , 0.729911 , 0.225929 , 0.331126 , 0.738212 , 0.765587 , 0.290963 , 0.565813 , 0.272439 , 0.578356 , 0.474227 , 0.482803 , 0.0135807 , 0.344218 , 0.555132 , 0.854946 , 0.736778 , 0.42201 , 0.20777 , 0.756828
1 , 0.684378 , 0.560259 , -0.378582 , 0.381909 , 0.194281 , 0.412061 , 0.142003 , 0.940733 , 0.857692 , -0.932096 , 0.6798 , 0.401654 , 0.80697 , 0.355113 , 0.894803 , 0.744682 , 0.145726 , 0.870327 , 0.557237 , 0.389477 , 0.183935 , 0.122654 , 0.926695 , 0.896969 , 0.0523392 , 0.604053 , 0.0776086 , 0.0748924 , 0.1077 , 0.890316 , 0.0733055 , 0.763115 , 0.422498 , 0.0164495 , 0.674276 , 0.81402 , 0.73925 , 0.297952 , 0.414563 , 0.292093
2 , 0.0974151 , 0.812677 , -0.559008 , 0.654134 , 0.137364 , 0.106967 , -0.24659 , 0.256142 , 0.850917 , 0.305094 , 0.172216 , 0.822565 , 0.878689 , 0.997955 , 0.664022 , 0.592547 , 0.73104 , 0.424482 , 0.381207 , 0.65389 , 0.958739 , 0.72512 , 0.152623 , 0.431013 , 0.753441 , 0.482742 , 0.747032 , 0.715354 , 0.305673 , 0.594623 , 0.857143 , 0.0879238 , 0.170965 , 0.693075 , 0.869137 , 0.281716 , 0.266243 , 0.91348 , 0.946593 , 0.276894
3 , -0.966063 , 0.778771 , 0.245796 , 0.890561 , 0.481979 , 0.970824 , 0.0426649 , -0.527421 , 0.080813 , 0.730705 , 0.0721152 , 0.548082 , 0.554674 , 0.967681 , 0.49675 , 0.229255 , 0.499466 , 0.501846 , 0.912259 , 0.392132 , 0.983215 , 0.913785 , 0.206336 , 0.882809 , 0.426527 , 0.0189825 , 0.0192572 , 0.445051 , 0.777215 , 0.49089 , 0.436079 , 0.677602 , 0.780816 , 0.92233 , 0.737999 , 0.619678 , 0.360759 , 0.75689 , 0.112674 , 0.717856
4 , -0.385449 , 0.00656148 , -0.649495 , 0.112125 , 0.31135 , -0.678213 , 0.622974 , 0.863002 , 0.82461 , -0.589312 , 0.352977 , 0.875973 , 0.339427 , 0.231452 , 0.938322 , 0.130497 , 0.838221 , 0.544633 , 0.752464 , 0.62154 , 0.356609 , 0.933409 , 0.454909 , 0.0330515 , 0.38731 , 0.655477 , 0.292459 , 0.572741 , 0.839595 , 0.286019 , 0.836726 , 0.747673 , 0.981079 , 0.366802 , 0.158635 , 0.954161 , 0.198675 , 0.762871 , 0.489486 , 0.280953
5 , 0.894894 , 0.966369 , 0.917264 , -0.0450758 , 0.284555 , -0.151891 , 0.381024 , 0.813074 , 0.654653 , 0.847133 , 0.558519 , 0.188757 , 0.0796838 , 0.0402234 , 0.916044 , 0.662679 , 0.229804 , 0.55736 , 0.892941 , 0.81399 , 0.361888 , 0.932249 , 0.646504 , 0.341441 , 0.310984 , 0.320322 , 0.583789 , 0.230476 , 0.470351 , 0.879543 , 0.0681173 , 0.606586 , 0.58681 , 0.713706 , 0.479659 , 0.898892 , 0.592761 , 0.847743 , 0.737724 , 0.63918
6 , 0.754112 , -0.688223 , -0.272805 , 0.536607 , 0.246162 , 0.638508 , 0.511307 , 0.998016 , -0.98587 , 0.248939 , 0.901395 , 0.0927763 , 0.463759 , 0.671041 , 0.670003 , 0.710166 , 0.146062 , 0.400006 , 0.601672 , 0.136204 , 0.594653 , 0.122074 , 0.351543 , 0.918912 , 0.986114 , 0.212287 , 0.596271 , 0.971313 , 0.686239 , 0.773461 , 0.81341 , 0.878353 , 0.503037 , 0.709891 , 0.836848 , 0.402722 , 0.621479 , 0.569536 , 0.543565 , 0.945067
7 , 0.478225 , 0.384228 , 0.434278 , 0.683584 , 0.674032 , 0.619617 , 0.308176 , 0.883419 , 0.267464 , 0.0795312 , 0.676382 , 0.386975 , 0.991089 , 0.40553 , 0.810785 , 0.444807 , 0.224738 , 0.629902 , 0.250801 , 0.145329 , 0.216987 , 0.0635701 , 0.529405 , 0.625721 , 0.193518 , 0.710929 , 0.909879 , 0.491989 , 0.047029 , 0.607746 , 0.245888 , 0.850154 , 0.853694 , 0.322062 , 0.594623 , 0.722251 , 0.383007 , 0.913144 , 0.685202 , 0.428419
8 , 0.856777 , 0.219733 , 0.0840175 , 0.0220649 , 0.835505 , 0.321085 , 0.901395 , 0.739921 , -0.0213019 , 0.292917 , 0.769433 , 0.892911 , 0.694266 , 0.276376 , 0.285348 , 0.269509 , 0.0109256 , 0.423627 , 0.864559 , 0.97055 , 0.336436 , 0.0761437 , 0.21952 , 0.293832 , 0.71041 , 0.411725 , 0.298105 , 0.480636 , 0.284585 , 0.820338 , 0.970824 , 0.945036 , 0.235389 , 0.0219123 , 0.912503 , 0.519364 , 0.874081 , 0.200476 , 0.224036 , 0.119053
9 , -0.144963 , 0.902402 , 0.612354 , 0.0484329 , -0.57796 , -0.0550554 , 0.356182 , 0.969756 , 0.0786462 , -0.746757 , 0.543352 , 0.677847 , 0.394024 , 0.612171 , 0.532579 , 0.466842 , 0.0441603 , 0.610492 , 0.669149 , 0.512406 , 0.509934 , 0.773431 , 0.358013 , 0.0747398 , 0.438948 , 0.286294 , 0.169408 , 0.589282 , 0.0566118 , 0.432203 , 0.0914335 , 0.31962 , 0.0965911 , 0.196387 , 0.436384 , 0.084109 , 0.993774 , 0.125675 , 0.821375 , 0.694296

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.799164 , 0.874679 , 0.65602 , -0.818232 , 0.764 , 0.441389 , 0.967864 , 0.426344 , 0.294119 , 0.599597 , 0.30076 , 0.232612 , 0.367626 , 0.818537 , 0.95244 , 0.0851161 , 0.248146 , 0.183935 , 0.997681 , 0.775652 , 0.791498 , 0.729911 , 0.225929 , 0.464901 , 0.738212 , 0.765587 , 0.290963 , 0.652651 , 0.272439 , 0.578356 , 0.474227 , 0.586242 , 0.0135807 , 0.344218 , 0.555132 , 0.854946 , 0.736778 , 0.537608 , 0.366216 , 0.756828
1 , 0.747502 , 0.648207 , -0.502866 , 0.505527 , 0.194281 , 0.412061 , 0.142003 , 0.940733 , 0.886154 , -0.932096 , 0.74384 , 0.401654 , 0.80697 , 0.355113 , 0.915842 , 0.744682 , 0.316581 , 0.870327 , 0.557237 , 0.511582 , 0.347148 , 0.122654 , 0.926695 , 0.917576 , 0.0523392 , 0.604053 , 0.0776086 , 0.259914 , 0.1077 , 0.890316 , 0.0733055 , 0.810492 , 0.422498 , 0.0164495 , 0.674276 , 0.81402 , 0.73925 , 0.438362 , 0.531651 , 0.292093
2 , 0.277932 , 0.850142 , -0.647206 , 0.723307 , 0.137364 , 0.106967 , -0.24659 , 0.256142 , 0.880734 , 0.305094 , 0.337773 , 0.822565 , 0.878689 , 0.997955 , 0.731217 , 0.592547 , 0.784832 , 0.424482 , 0.381207 , 0.723112 , 0.966991 , 0.72512 , 0.152623 , 0.54481 , 0.753441 , 0.482742 , 0.747032 , 0.772283 , 0.305673 , 0.594623 , 0.857143 , 0.270339 , 0.170965 , 0.693075 , 0.869137 , 0.281716 , 0.266243 , 0.930784 , 0.957274 , 0.276894
3 , -0.972851 , 0.823017 , 0.396637 , 0.912449 , 0.481979 , 0.970824 , 0.0426649 , -0.527421 , 0.26465 , 0.730705 , 0.257692 , 0.548082 , 0.554674 , 0.967681 , 0.5974 , 0.229255 , 0.599573 , 0.501846 , 0.912259 , 0.513706 , 0.986572 , 0.913785 , 0.206336 , 0.906247 , 0.426527 , 0.0189825 , 0.0192572 , 0.556041 , 0.777215 , 0.49089 , 0.436079 , 0.742082 , 0.780816 , 0.92233 , 0.737999 , 0.619678 , 0.360759 , 0.805512 , 0.290139 , 0.717856
4 , -0.308359 , 0.00524918 , -0.519596 , 0.0897 , 0.31135 , -0.678213 , 0.622974 , 0.863002 , 0.659688 , -0.589312 , 0.282382 , 0.875973 , 0.339427 , 0.231452 , 0.750658 , 0.130497 , 0.670577 , 0.544633 , 0.752464 , 0.497232 , 0.285287 , 0.933409 , 0.454909 , 0.0264412 , 0.38731 , 0.655477 , 0.292459 , 0.458193 , 0.839595 , 0.286019 , 0.836726 , 0.598138 , 0.981079 , 0.366802 , 0.158635 , 0.954161 , 0.198675 , 0.610297 , 0.391589 , 0.280953
5 , 0.715915 , 0.773095 , 0.733811 , -0.0360607 , 0.284555 , -0.151891 , 0.381024 , 0.813074 , 0.523722 , 0.847133 , 0.446815 , 0.188757 , 0.0796838 , 0.0402234 , 0.732835 , 0.662679 , 0.183844 , 0.55736 , 0.892941 , 0.651192 , 0.289511 , 0.932249 , 0.646504 , 0.273153 , 0.310984 , 0.320322 , 0.583789 , 0.184381 , 0.470351 , 0.879543 , 0.0681173 , 0.485269 , 0.58681 , 0.713706 , 0.479659 , 0.898892 , 0.592761 , 0.678195 , 0.590179 , 0.63918
6 , 0.60329 , -0.550578 , -0.218244 , 0.429286 , 0.246162 , 0.638508 , 0.511307 , 0.998016 , -0.788696 , 0.248939 , 0.721116 , 0.0927763 , 0.463759 , 0.671041 , 0.536003 , 0.710166 , 0.116849 , 0.400006 , 0.601672 , 0.108963 , 0.475722 , 0.122074 , 0.351543 , 0.73513 , 0.986114 , 0.212287 , 0.596271 , 0.77705 , 0.686239 , 0.773461 , 0.81341 , 0.702683 , 0.503037 , 0.709891 , 0.836848 , 0.402722 , 0.621479 , 0.455629 , 0.434852 , 0.945067
7 , 0.38258 , 0.307382 , 0.347423 , 0.546867 , 0.674032 , 0.619617 , 0.308176 , 0.883419 , 0.213971 , 0.0795312 , 0.541105 , 0.386975 , 0.991089 , 0.40553 , 0.648628 , 0.444807 , 0.179791 , 0.629902 , 0.250801 , 0.116263 , 0.173589 , 0.0635701 , 0.529405 , 0.500577 , 0.193518 , 0.710929 , 0.909879 , 0.393591 , 0.047029 , 0.607746 , 0.245888 , 0.680123 , 0.853694 , 0.322062 , 0.594623 , 0.722251 , 0.383007 , 0.730515 , 0.548161 , 0.428419
8 , 0.885421 , 0.375787 , 0.267214 , 0.217652 , 0.835505 , 0.321085 , 0.901395 , 0.739921 , -0.217042 , 0.292917 , 0.815546 , 0.892911 , 0.694266 , 0.276376 , 0.428278 , 0.269509 , 0.20874 , 0.423627 , 0.864559 , 0.97644 , 0.469149 , 0.0761437 , 0.21952 , 0.435066 , 0.71041 , 0.411725 , 0.298105 , 0.584509 , 0.284585 , 0.820338 , 0.970824 , 0.956029 , 0.235389 , 0.0219123 , 0.912503 , 0.519364 , 0.874081 , 0.360381 , 0.379229 , 0.119053
9 , -0.11597 , 0.721921 , 0.489883 , 0.0387463 , -0.57796 , -0.0550554 , 0.356182 , 0.969756 , 0.062917 , -0.746757 , 0.434681 , 0.677847 , 0.394024 , 0.612171 , 0.426063 , 0.466842 , 0.0353282 , 0.610492 , 0.669149 , 0.409925 , 0.407947 , 0.773431 , 0.358013 , 0.0597919 , 0.438948 , 0.286294 , 0.169408 , 0.471426 , 0.0566118 , 0.432203 , 0.0914335 , 0.255696 , 0.0965911 , 0.196387 , 0.436384 , 0.084109 , 0.993774 , 0.10054 , 0.6571 , 0.694296

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.839331 , 0.899743 , 0.724816 , -0.854585 , 0.8112 , 0.553111 , 0.974291 , 0.541075 , 0.435295 , 0.679678 , 0.440608 , 0.232612 , 0.494101 , 0.85483 , 0.95244 , 0.0851161 , 0.398517 , 0.347148 , 0.998145 , 0.775652 , 0.833198 , 0.783929 , 0.380743 , 0.571921 , 0.79057 , 0.81247 , 0.432771 , 0.72212 , 0.417951 , 0.662685 , 0.579382 , 0.668994 , 0.210865 , 0.475375 , 0.644105 , 0.883956 , 0.789422 , 0.630086 , 0.492973 , 0.805463
1 , 0.798002 , 0.718566 , -0.602293 , 0.604421 , 0.355425 , 0.529649 , 0.313602 , 0.952586 , 0.908923 , -0.945677 , 0.795072 , 0.401654 , 0.845576 , 0.484091 , 0.915842 , 0.744682 , 0.453265 , 0.896262 , 0.64579 , 0.511582 , 0.477718 , 0.298123 , 0.941356 , 0.93406 , 0.241871 , 0.683242 , 0.262087 , 0.407931 , 0.28616 , 0.912253 , 0.258644 , 0.848394 , 0.537999 , 0.21316 , 0.739421 , 0.851216 , 0.7914 , 0.550689 , 0.625321 , 0.433674
2 , 0.422346 , 0.880113 , -0.717765 , 0.778646 , 0.309891 , 0.285574 , -0.397272 , 0.404913 , 0.904587 , 0.444075 , 0.470218 , 0.822565 , 0.902951 , 0.998364 , 0.731217 , 0.592547 , 0.827866 , 0.539586 , 0.504965 , 0.723112 , 0.973593 , 0.780096 , 0.322098 , 0.635848 , 0.802753 , 0.586193 , 0.797626 , 0.817826 , 0.444539 , 0.675698 , 0.885714 , 0.416271 , 0.336772 , 0.75446 , 0.895309 , 0.425373 , 0.412995 , 0.944627 , 0.965819 , 0.421516
3 , -0.978281 , 0.858414 , 0.517309 , 0.929959 , 0.585583 , 0.976659 , 0.234132 , -0.621937 , 0.41172 , 0.784564 , 0.406154 , 0.548082 , 0.643739 , 0.974145 , 0.5974 , 0.229255 , 0.679658 , 0.601477 , 0.929807 , 0.513706 , 0.989257 , 0.931028 , 0.365069 , 0.924998 , 0.541221 , 0.215186 , 0.215406 , 0.644833 , 0.821772 , 0.592712 , 0.548863 , 0.793666 , 0.824653 , 0.937864 , 0.790399 , 0.695743 , 0.488607 , 0.844409 , 0.432112 , 0.774285
4 , -0.446687 , 0.204199 , -0.615677 , 0.27176 , 0.44908 , -0.74257 , 0.698379 , 0.890402 , 0.72775 , -0.67145 , 0.425905 , 0.875973 , 0.471542 , 0.385162 , 0.750658 , 0.130497 , 0.736462 , 0.635707 , 0.801971 , 0.497232 , 0.42823 , 0.946727 , 0.563927 , 0.221153 , 0.509848 , 0.724381 , 0.433967 , 0.566554 , 0.871676 , 0.428816 , 0.869381 , 0.678511 , 0.984863 , 0.493442 , 0.326908 , 0.963329 , 0.35894 , 0.688238 , 0.513271 , 0.424763
5 , 0.772732 , 0.818476 , 0.787049 , -0.228849 , 0.427644 , -0.321512 , 0.504819 , 0.850459 , 0.618978 , 0.877706 , 0.557452 , 0.188757 , 0.263747 , 0.232179 , 0.732835 , 0.662679 , 0.347075 , 0.645888 , 0.914353 , 0.651192 , 0.431609 , 0.945799 , 0.717203 , 0.418522 , 0.448787 , 0.456258 , 0.667031 , 0.347504 , 0.576281 , 0.903635 , 0.254494 , 0.588215 , 0.669448 , 0.770965 , 0.583728 , 0.919114 , 0.674209 , 0.742556 , 0.672143 , 0.711344
6 , 0.682632 , -0.640463 , -0.374595 , 0.543428 , 0.39693 , 0.710807 , 0.609046 , 0.998413 , -0.830957 , 0.399152 , 0.776893 , 0.0927763 , 0.571007 , 0.736833 , 0.536003 , 0.710166 , 0.293479 , 0.520005 , 0.681338 , 0.108963 , 0.580578 , 0.297659 , 0.481234 , 0.788104 , 0.988891 , 0.369829 , 0.677016 , 0.82164 , 0.748991 , 0.818769 , 0.850728 , 0.762146 , 0.602429 , 0.767913 , 0.869478 , 0.522178 , 0.697183 , 0.564503 , 0.547882 , 0.956053
7 , 0.506064 , 0.445906 , 0.477938 , 0.637494 , 0.739225 , 0.695694 , 0.446541 , 0.906735 , 0.371177 , 0.263625 , 0.632884 , 0.386975 , 0.992871 , 0.524424 , 0.648628 , 0.444807 , 0.343833 , 0.703922 , 0.400641 , 0.116263 , 0.338871 , 0.250856 , 0.623524 , 0.600461 , 0.354814 , 0.768743 , 0.927903 , 0.514873 , 0.237623 , 0.686196 , 0.39671 , 0.744099 , 0.882955 , 0.457649 , 0.675698 , 0.777801 , 0.506406 , 0.784412 , 0.638529 , 0.542735
8 , 0.908337 , 0.500629 , 0.413771 , 0.374122 , 0.868404 , 0.456868 , 0.921116 , 0.791937 , -0.373633 , 0.434333 , 0.852437 , 0.892911 , 0.755412 , 0.4211 , 0.428278 , 0.269509 , 0.366992 , 0.538902 , 0.891647 , 0.97644 , 0.575319 , 0.260915 , 0.375616 , 0.548053 , 0.768328 , 0.52938 , 0.438484 , 0.667607 , 0.427668 , 0.85627 , 0.976659 , 0.964823 , 0.388311 , 0.21753 , 0.930003 , 0.615491 , 0.899265 , 0.488305 , 0.503383 , 0.295242
9 , -0.292776 , 0.777537 , 0.591906 , 0.230997 , -0.662368 , -0.244044 , 0.484945 , 0.975805 , 0.250334 , -0.797406 , 0.547745 , 0.677847 , 0.51522 , 0.689737 , 0.426063 , 0.466842 , 0.228263 , 0.688394 , 0.735319 , 0.409925 , 0.526358 , 0.818744 , 0.48641 , 0.247833 , 0.551158 , 0.429035 , 0.335527 , 0.57714 , 0.245289 , 0.545763 , 0.273147 , 0.404557 , 0.277273 , 0.357109 , 0.549107 , 0.267287 , 0.995019 , 0.280432 , 0.72568 , 0.755437

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.871465 , 0.919794 , 0.779853 , -0.883668 , 0.84896 , 0.642489 , 0.979433 , 0.63286 , 0.548236 , 0.743742 , 0.552486 , 0.38609 , 0.595281 , 0.85483 , 0.95244 , 0.268093 , 0.518813 , 0.347148 , 0.998145 , 0.775652 , 0.866558 , 0.827143 , 0.504594 , 0.657536 , 0.832456 , 0.849976 , 0.546217 , 0.777696 , 0.534361 , 0.730148 , 0.663505 , 0.735195 , 0.368692 , 0.5803 , 0.715284 , 0.907165 , 0.831538 , 0.704069 , 0.594378 , 0.84437
1 , 0.838401 , 0.774853 , -0.681834 , 0.683537 , 0.48434 , 0.623719 , 0.450882 , 0.962069 , 0.927138 , -0.956542 , 0.836058 , 0.521323 , 0.876461 , 0.484091 , 0.915842 , 0.795746 , 0.562612 , 0.896262 , 0.64579 , 0.511582 , 0.582175 , 0.438498 , 0.953084 , 0.947248 , 0.393497 , 0.746594 , 0.40967 , 0.526345 , 0.428928 , 0.929803 , 0.406915 , 0.878715 , 0.630399 , 0.370528 , 0.791537 , 0.880973 , 0.83312 , 0.640552 , 0.700256 , 0.546939
2 , 0.537877 , 0.904091 , -0.774212 , 0.822917 , 0.447913 , 0.428459 , -0.517817 , 0.523931 , 0.92367 , 0.55526 , 0.576175 , 0.858052 , 0.922361 , 0.998364 , 0.731217 , 0.674038 , 0.862293 , 0.539586 , 0.504965 , 0.723112 , 0.978874 , 0.824077 , 0.457679 , 0.708679 , 0.842202 , 0.668955 , 0.838101 , 0.854261 , 0.555631 , 0.740559 , 0.908571 , 0.533017 , 0.469417 , 0.803568 , 0.916247 , 0.540298 , 0.530396 , 0.955702 , 0.972655 , 0.537212
3 , -0.982624 , 0.886731 , 0.613848 , 0.943967 , 0.668466 , 0.981328 , 0.387305 , -0.697549 , 0.529376 , 0.827651 , 0.524923 , 0.638466 , 0.714991 , 0.974145 , 0.5974 , 0.383404 , 0.743727 , 0.601477 , 0.929807 , 0.513706 , 0.991406 , 0.944823 , 0.492055 , 0.939998 , 0.632977 , 0.372149 , 0.372325 , 0.715866 , 0.857418 , 0.67417 , 0.639091 , 0.834932 , 0.859722 , 0.950291 , 0.832319 , 0.756594 , 0.590886 , 0.875528 , 0.545689 , 0.819428
4 , -0.55735 , 0.363359 , -0.692541 , 0.417408 , 0.559264 , -0.794056 , 0.758704 , 0.912322 , 0.7822 , -0.73716 , 0.540724 , 0.900778 , 0.577233 , 0.385162 , 0.750658 , 0.304398 , 0.789169 , 0.635707 , 0.801971 , 0.497232 , 0.542584 , 0.957382 , 0.651142 , 0.376922 , 0.607879 , 0.779505 , 0.547174 , 0.653243 , 0.897341 , 0.543052 , 0.895505 , 0.742809 , 0.98789 , 0.594753 , 0.461527 , 0.970663 , 0.487152 , 0.75059 , 0.610617 , 0.53981
5 , 0.818186 , 0.854781 , 0.829639 , -0.383079 , 0.542115 , -0.45721 , 0.603855 , 0.880367 , 0.695182 , 0.902165 , 0.645962 , 0.351006 , 0.410998 , 0.232179 , 0.732835 , 0.730143 , 0.47766 , 0.645888 , 0.914353 , 0.651192 , 0.545287 , 0.956639 , 0.773763 , 0.534818 , 0.55903 , 0.565006 , 0.733625 , 0.478004 , 0.661025 , 0.922908 , 0.403595 , 0.670572 , 0.735558 , 0.816772 , 0.666982 , 0.935291 , 0.739367 , 0.794044 , 0.737715 , 0.769075
6 , 0.746106 , -0.71237 , -0.499676 , 0.634743 , 0.517544 , 0.768645 , 0.687237 , 0.99873 , -0.864765 , 0.519321 , 0.821514 , 0.274221 , 0.656806 , 0.736833 , 0.536003 , 0.768133 , 0.434784 , 0.520005 , 0.681338 , 0.108963 , 0.664462 , 0.438127 , 0.584987 , 0.830483 , 0.991113 , 0.495864 , 0.741613 , 0.857312 , 0.799193 , 0.855015 , 0.880582 , 0.809717 , 0.681943 , 0.81433 , 0.895583 , 0.617742 , 0.757747 , 0.651603 , 0.638305 , 0.964843
7 , 0.604851 , 0.556725 , 0.582351 , 0.709995 , 0.79138 , 0.756555 , 0.557233 , 0.925388 , 0.496942 , 0.4109 , 0.706307 , 0.50958 , 0.994297 , 0.524424 , 0.648628 , 0.555846 , 0.475066 , 0.703922 , 0.400641 , 0.116263 , 0.471097 , 0.400685 , 0.698819 , 0.680369 , 0.483851 , 0.814994 , 0.942322 , 0.611898 , 0.390099 , 0.748957 , 0.517368 , 0.795279 , 0.906364 , 0.56612 , 0.740559 , 0.822241 , 0.605125 , 0.82753 , 0.710823 , 0.634188
8 , 0.92667 , 0.600503 , 0.531017 , 0.499297 , 0.894723 , 0.565495 , 0.936893 , 0.83355 , -0.498907 , 0.547467 , 0.88195 , 0.914328 , 0.80433 , 0.4211 , 0.428278 , 0.415607 , 0.493594 , 0.538902 , 0.891647 , 0.97644 , 0.660255 , 0.408732 , 0.500493 , 0.638442 , 0.814662 , 0.623504 , 0.550787 , 0.734086 , 0.542134 , 0.885016 , 0.981328 , 0.971859 , 0.510649 , 0.374024 , 0.944002 , 0.692393 , 0.919412 , 0.590644 , 0.602707 , 0.436194
9 , -0.434221 , 0.82203 , 0.673525 , 0.384798 , -0.729894 , -0.395235 , 0.587956 , 0.980644 , 0.400267 , -0.837925 , 0.638196 , 0.742277 , 0.612176 , 0.689737 , 0.426063 , 0.573473 , 0.38261 , 0.688394 , 0.735319 , 0.409925 , 0.621086 , 0.854996 , 0.589128 , 0.398267 , 0.640927 , 0.543228 , 0.468421 , 0.661712 , 0.396232 , 0.63661 , 0.418517 , 0.523646 , 0.421818 , 0.485687 , 0.639286 , 0.41383 , 0.996015 , 0.424346 , 0.780544 , 0.804349

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.897172 , 0.935836 , 0.823882 , -0.906935 , 0.879168 , 0.713991 , 0.983546 , 0.706288 , 0.638589 , 0.794994 , 0.641989 , 0.38609 , 0.595281 , 0.85483 , 0.961952 , 0.268093 , 0.518813 , 0.347148 , 0.998145 , 0.775652 , 0.893247 , 0.861715 , 0.603675 , 0.726029 , 0.865965 , 0.879981 , 0.636973 , 0.822157 , 0.627489 , 0.784118 , 0.730804 , 0.788156 , 0.494953 , 0.66424 , 0.772227 , 0.925732 , 0.86523 , 0.763255 , 0.675503 , 0.875496
1 , 0.870721 , 0.819882 , -0.745467 , 0.74683 , 0.587472 , 0.698975 , 0.560705 , 0.969655 , 0.941711 , -0.965233 , 0.868846 , 0.521323 , 0.876461 , 0.484091 , 0.932674 , 0.795746 , 0.562612 , 0.896262 , 0.64579 , 0.511582 , 0.66574 , 0.550799 , 0.962468 , 0.957799 , 0.514798 , 0.797275 , 0.527736 , 0.621076 , 0.543142 , 0.943842 , 0.525532 , 0.902972 , 0.704319 , 0.496422 , 0.833229 , 0.904778 , 0.866496 , 0.712441 , 0.760205 , 0.637551
2 , 0.630301 , 0.923273 , -0.819369 , 0.858333 , 0.55833 , 0.542767 , -0.614254 , 0.619145 , 0.938936 , 0.644208 , 0.66094 , 0.858052 , 0.922361 , 0.998364 , 0.784974 , 0.674038 , 0.862293 , 0.539586 , 0.504965 , 0.723112 , 0.983099 , 0.859261 , 0.566143 , 0.766943 , 0.873762 , 0.735164 , 0.87048 , 0.883409 , 0.644505 , 0.792447 , 0.926857 , 0.626414 , 0.575534 , 0.842855 , 0.932998 , 0.632239 , 0.624317 , 0.964561 , 0.978124 , 0.62977
3 , -0.9861 , 0.909385 , 0.691078 , 0.955174 , 0.734773 , 0.985062 , 0.509844 , -0.758039 , 0.623501 , 0.862121 , 0.619938 , 0.638466 , 0.714991 , 0.974145 , 0.67792 , 0.383404 , 0.743727 , 0.601477 , 0.929807 , 0.513706 , 0.993125 , 0.955858 , 0.593644 , 0.951999 , 0.706382 , 0.497719 , 0.49786 , 0.772693 , 0.885934 , 0.739336 , 0.711272 , 0.867946 , 0.887778 , 0.960233 , 0.865855 , 0.805275 , 0.672709 , 0.900422 , 0.636551 , 0.855542
