t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , -0.659474 , 0.293435 , 0.190069 , -0.629017 , 0.977935 , 0.867824 , 0.693564 , 0.425398 , 0.00634785 , 0.920042 , 0.906308 , 0.463881 , 0.187353 , 0.627094 , 0.178716 , 0.636158 , 0.486648 , 0.452162 , 0.304697 , 0.713248 , 0.442061 , 0.0629292 , 0.29191 , 0.454207 , 0.818079 , 0.11594 , 0.0565508 , 0.314768 , 0.888119 , 0.310251 , 0.645711 , 0.0727256 , 0.825617 , 0.933042 , 0.183264 , 0.694723 , 0.995025 , 0.240822 , 0.767388 , 0.165685
1 , 0.984405 , 0.14658 , 0.0212104 , -0.0401624 , 0.139195 , -0.946043 , 0.356273 , 0.8905 , 0.625874 , -0.345622 , 0.43556 , 0.178991 , 0.54091 , 0.231635 , 0.901456 , 0.964995 , 0.467788 , 0.892514 , 0.483657 , 0.805994 , 0.174474 , 0.463546 , 0.5056 , 0.805109 , 0.403485 , 0.433149 , 0.175024 , 0.208472 , 0.455519 , 0.837733 , 0.507492 , 0.813715 , 0.935789 , 0.100314 , 0.0996429 , 0.0924711 , 0.00369274 , 0.882931 , 0.948271 , 0.366741
2 , -0.291452 , 0.32606 , 0.662099 , 0.674367 , 0.842433 , 0.205512 , 0.959014 , -0.117771 , 0.0441603 , 0.859523 , 0.462416 , 0.815546 , 0.798791 , 0.102786 , 0.795984 , 0.417951 , 0.390759 , 0.852535 , 0.356426 , 0.918393 , 0.720847 , 0.215278 , 0.610157 , 0.250069 , 0.0231941 , 0.248848 , 0.987579 , 0.714072 , 0.319254 , 0.635731 , 0.738243 , 0.779717 , 0.712272 , 0.532487 , 0.310526 , 0.833949 , 0.848231 , 0.229133 , 0.603626 , 0.570818
3 , 0.693289 , 0.597888 , -0.822321 , 0.6863 , -0.0514237 , 0.201605 , 0.0463271 , 0.843104 , 0.190008 , 0.377087 , 0.26606 , 0.465011 , 0.996338 , 0.465682 , 0.0538652 , 0.204169 , 0.505203 , 0.893002 , 0.791162 , 0.254524 , 0.388318 , 0.403058 , 0.252602 , 0.558184 , 0.106632 , 0.997772 , 0.538804 , 0.428846 , 0.612873 , 0.727012 , 0.924711 , 0.697134 , 0.699973 , 0.203528 , 0.21427 , 0.200232 , 0.316691 , 0.693106 , 0.338054 , 0.164647
4 , -0.858089 , 0.501724 , 0.955901 , -0.616047 , 0.869259 , 0.637623 , 0.209662 , 0.841456 , -0.322092 , -0.820795 , 0.207495 , 0.096469 , 0.332896 , 0.412488 , 0.185095 , 0.0394299 , 0.387219 , 0.402814 , 0.124882 , 0.380963 , 0.165349 , 0.493271 , 0.763329 , 0.897519 , 0.924558 , 0.937376 , 0.529313 , 0.103061 , 0.0965911 , 0.0234077 , 0.907224 , 0.824152 , 0.480453 , 0.668081 , 0.685537 , 0.00830103 , 0.269112 , 0.585376 , 0.0800195 , 0.699637
5 , 0.0967132 , 0.21894 , 0.806452 , 0.977203 , 0.109012 , 0.610706 , 0.627369 , 0.590014 , -0.281777 , 0.39082 , 0.175604 , 0.820002 , 0.791681 , 0.730094 , 0.717917 , 0.694754 , 0.125462 , 0.524461 , 0.742698 , 0.685324 , 0.772515 , 0.790796 , 0.269112 , 0.854793 , 0.764946 , 0.730125 , 0.553789 , 0.784539 , 0.457961 , 0.0332957 , 0.142918 , 0.220313 , 0.0978118 , 0.89349 , 0.563372 , 0.00537126 , 0.188238 , 0.0707114 , 0.695151 , 0.411389
6 , 0.416761 , 0.308786 , 0.368603 , 0.840754 , -0.0829798 , -0.435713 , 0.338969 , 0.843379 , 0.692221 , 0.257393 , 0.964599 , 0.534501 , 0.222205 , 0.893857 , 0.392865 , 0.992126 , 0.532701 , 0.307962 , 0.712699 , 0.344615 , 0.338054 , 0.521073 , 0.431562 , 0.0797449 , 0.733879 , 0.65038 , 0.964415 , 0.58797 , 0.237648 , 0.193213 , 0.694052 , 0.641194 , 0.1095 , 0.716849 , 0.764702 , 0.888485 , 0.355235 , 0.750053 , 0.224403 , 0.364299
7 , 0.0417188 , 0.094882 , -0.374737 , 0.691366 , 0.378155 , -0.552965 , -0.85107 , -0.215522 , 0.828883 , -0.339854 , 0.239479 , 0.867061 , 0.0423292 , 0.633778 , 0.507126 , 0.15363 , 0.538926 , 0.499557 , 0.134526 , 0.709891 , 0.699026 , 0.537065 , 0.810389 , 0.554888 , 0.181066 , 0.416486 , 0.35905 , 0.0896634 , 0.380322 , 0.825159 , 0.841273 , 0.0577105 , 0.262032 , 0.927122 , 0.0223395 , 0.949004 , 0.650533 , 0.867519 , 0.74749 , 0.220923
8 , 0.670309 , 0.549883 , 0.677725 , -0.819453 , 0.755699 , 0.0584124 , 0.776818 , 0.0668966 , 0.350017 , 0.341075 , 0.245796 , 0.809137 , 0.215247 , 0.978912 , 0.565386 , 0.910703 , 0.422498 , 0.871303 , 0.356761 , 0.512558 , 0.326731 , 0.651387 , 0.851588 , 0.489822 , 0.750908 , 0.647786 , 0.694632 , 0.347087 , 0.410291 , 0.718497 , 0.321818 , 0.800836 , 0.791803 , 0.971984 , 0.248634 , 0.342204 , 0.979583 , 0.142308 , 0.87109 , 0.636738
9 , 0.196326 , 0.449568 , 0.955687 , 0.983551 , 0.602802 , 0.53798 , 0.362163 , 0.933988 , 0.709708 , 0.0656453 , 0.919401 , 0.95642 , 0.658345 , 0.186743 , 0.893979 , 0.278848 , 0.035432 , 0.498245 , 0.719596 , 0.799829 , 0.877743 , 0.593219 , 0.500839 , 0.840846 , 0.0580157 , 0.946684 , 0.0252998 , 0.543168 , 0.232398 , 0.337046 , 0.192938 , 0.331034 , 0.35078 , 0.289956 , 0.523301 , 0.981872 , 0.323588 , 0.226142 , 0.842158 , 0.279427
