t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , -0.599719 , 0.361736 , 0.85342 , 0.208594 , 0.699789 , 0.144322 , 0.181677 , 0.25779 , 0.967772 , -0.105747 , 0.942412 , 0.37376 , 0.250191 , 0.524277 , 0.440199 , 0.480575 , 0.801721 , 0.378552 , 0.347575 , 0.444411 , 0.710868 , 0.280068 , 0.800928 , 0.385693 , 0.571215 , 0.172643 , 0.632923 , 0.14304 , 0.514054 , 0.127384 , 0.401013 , 0.210974 , 0.72631 , 0.271584 , 0.257912 , 0.0346995 , 0.847072 , 0.0528275 , 0.49031 , 0.514542
1 , 0.745232 , 0.642323 , 0.675039 , -0.0604266 , -0.191198 , -0.181982 , -0.209632 , 0.886013 , 0.766625 , 0.278787 , 0.106876 , 0.87817 , 0.325632 , 0.910733 , 0.232124 , 0.941465 , 0.522874 , 0.161687 , 0.225501 , 0.571001 , 0.862362 , 0.290017 , 0.97586 , 0.119297 , 0.124393 , 0.34901 , 0.765069 , 0.124577 , 0.496353 , 0.443464 , 0.788568 , 0.976074 , 0.621815 , 0.0605487 , 0.688986 , 0.777673 , 0.319163 , 0.511826 , 0.778039 , 0.904965
2 , 0.359264 , 0.50499 , 0.934111 , -0.907468 , 0.690054 , 0.282723 , 0.755791 , -0.881375 , 0.489761 , 0.184942 , 0.094821 , 0.79223 , 0.198584 , 0.591693 , 0.848537 , 0.510605 , 0.533708 , 0.514115 , 0.0119327 , 0.0642415 , 0.101382 , 0.608966 , 0.118473 , 0.743431 , 0.820429 , 0.464522 , 0.731254 , 0.551653 , 0.436659 , 0.417737 , 0.927458 , 0.449751 , 0.913602 , 0.0853603 , 0.765343 , 0.532517 , 0.237312 , 0.53737 , 0.632435 , 0.10773
3 , 0.763237 , -0.987884 , -0.244392 , 0.538865 , 0.532487 , 0.0860927 , -0.116428 , 0.741508 , 0.683035 , 0.761742 , 0.215705 , 0.522782 , 0.128666 , 0.290597 , 0.289224 , 0.589465 , 0.0773034 , 0.292825 , 0.440596 , 0.711447 , 0.561022 , 0.597674 , 0.952452 , 0.0595721 , 0.474502 , 0.27018 , 0.0174566 , 0.33668 , 0.398816 , 0.289193 , 0.944853 , 0.56563 , 0.105625 , 0.795556 , 0.759301 , 0.789117 , 0.36195 , 0.13715 , 0.599872 , 0.329173
4 , 0.393902 , 0.759239 , 0.51915 , 0.63213 , 0.379101 , 0.761773 , 0.0329295 , 0.895321 , 0.685202 , 0.734916 , 0.216193 , 0.740623 , 0.704886 , 0.274789 , 0.65273 , 0.295999 , 0.297922 , 0.542619 , 0.637928 , 0.164037 , 0.699484 , 0.794824 , 0.0520646 , 0.775658 , 0.309214 , 0.433149 , 0.604907 , 0.0993377 , 0.0610675 , 0.0762047 , 0.232704 , 0.890286 , 0.648274 , 0.408338 , 0.10242 , 0.72103 , 0.856899 , 0.199927 , 0.40553 , 0.63506
5 , 0.486953 , 0.217261 , 0.409955 , -0.415448 , -0.296121 , 0.550523 , 0.155248 , 0.392254 , 0.426893 , 0.978423 , 0.573504 , 0.26841 , 0.0861538 , 0.768761 , 0.105045 , 0.43437 , 0.219398 , 0.553728 , 0.893063 , 0.114505 , 0.96054 , 0.858303 , 0.315043 , 0.75985 , 0.239631 , 0.103183 , 0.067568 , 0.0452895 , 0.62627 , 0.767968 , 0.170385 , 0.126988 , 0.473403 , 0.725059 , 0.73339 , 0.314524 , 0.449599 , 0.936888 , 0.926176 , 0.704581
6 , -0.36082 , -0.716727 , -0.0329905 , 0.178076 , 0.921354 , -0.867306 , 0.545976 , 0.596973 , -0.555498 , 0.410749 , 0.337016 , 0.908017 , 0.696829 , 0.463088 , 0.710105 , 0.216865 , 0.491592 , 0.827845 , 0.601062 , 0.0376293 , 0.55855 , 0.631611 , 0.560045 , 0.419446 , 0.283486 , 0.603961 , 0.79516 , 0.970214 , 0.856838 , 0.640919 , 0.97235 , 0.744987 , 0.654683 , 0.0725425 , 0.570269 , 0.622303 , 0.7163 , 0.44789 , 0.287515 , 0.709281
7 , -0.939879 , 0.935301 , 0.895718 , 0.20484 , 0.388165 , -0.0293893 , 0.767174 , 0.485519 , 0.0324412 , 0.729087 , 0.0506302 , 0.988281 , 0.408216 , 0.400311 , 0.652242 , 0.518906 , 0.93527 , 0.233467 , 0.911618 , 0.277627 , 0.388745 , 0.33549 , 0.249458 , 0.204962 , 0.0963164 , 0.249489 , 0.340434 , 0.388623 , 0.235145 , 0.700095 , 0.660756 , 0.732994 , 0.192602 , 0.369579 , 0.108585 , 0.142521 , 0.49208 , 0.413038 , 0.0872219 , 0.316843
8 , 0.625477 , 0.68273 , -0.0806299 , 0.862728 , 0.620655 , -0.308512 , 0.954558 , 0.884091 , -0.257515 , 0.761071 , 0.785852 , 0.915159 , 0.738151 , 0.018891 , 0.883023 , 0.948363 , 0.41728 , 0.132115 , 0.113865 , 0.762078 , 0.0622272 , 0.88406 , 0.336985 , 0.238777 , 0.631672 , 0.285562 , 0.892148 , 0.787835 , 0.248512 , 0.245643 , 0.163182 , 0.478286 , 0.924833 , 0.318278 , 0.143712 , 0.322764 , 0.40614 , 0.909116 , 0.742454 , 0.820215
9 , 0.704703 , -0.294778 , 0.119846 , 0.388501 , 0.411603 , -0.435408 , -0.628315 , -0.656392 , 0.792077 , 0.739952 , 0.817591 , 0.504776 , 0.099002 , 0.636952 , 0.722861 , 0.51088 , 0.0870388 , 0.756157 , 0.288949 , 0.124119 , 0.0661946 , 0.326273 , 0.240303 , 0.069277 , 0.926206 , 0.956145 , 0.872494 , 0.00680563 , 0.799463 , 0.564135 , 0.535356 , 0.770775 , 0.560961 , 0.72042 , 0.618641 , 0.188696 , 0.541917 , 0.35081 , 0.96234 , 0.391156

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , -0.599719 , 0.289389 , 0.85342 , 0.166875 , 0.559832 , 0.144322 , 0.145341 , 0.25779 , 0.967772 , -0.0845973 , 0.753929 , 0.299008 , 0.250191 , 0.419422 , 0.440199 , 0.480575 , 0.641377 , 0.302841 , 0.27806 , 0.444411 , 0.710868 , 0.224055 , 0.640742 , 0.308554 , 0.456972 , 0.172643 , 0.632923 , 0.114432 , 0.514054 , 0.127384 , 0.320811 , 0.16878 , 0.581048 , 0.217267 , 0.20633 , 0.0277596 , 0.847072 , 0.0528275 , 0.49031 , 0.411634
