t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.867733 , -0.645253 , 0.0257576 , 0.718619 , 0.810511 , 0.840815 , -0.806696 , 0.165014 , -0.633442 , 0.534532 , 0.476394 , 0.22074 , 0.33311 , 0.238441 , 0.0156865 , 0.911222 , 0.218818 , 0.519456 , 0.721335 , 0.366558 , 0.538896 , 0.061037 , 0.364452 , 0.456404 , 0.867428 , 0.807306 , 0.325816 , 0.581744 , 0.644276 , 0.15305 , 0.265328 , 0.251045 , 0.481063 , 0.0168767 , 0.176275 , 0.942717 , 0.534898 , 0.477126 , 0.740043 , 0.578112
1 , 0.0730308 , 0.387494 , 0.412854 , -0.743278 , 0.800439 , 0.932524 , 0.991211 , 0.0703757 , 0.745323 , -0.595172 , 0.899014 , 0.644185 , 0.76278 , 0.0260933 , 0.553667 , 0.271889 , 0.425336 , 0.621662 , 0.246223 , 0.262764 , 0.199866 , 0.994476 , 0.329936 , 0.55681 , 0.423414 , 0.259804 , 0.64037 , 0.416639 , 0.647694 , 0.666799 , 0.940397 , 0.11887 , 0.376019 , 0.409406 , 0.95294 , 0.958525 , 0.364299 , 0.204749 , 0.35847 , 0.0991852
2 , 0.429151 , 0.126011 , -0.222449 , 0.0591449 , -0.850215 , 0.347911 , 0.0715659 , -0.421461 , 0.396588 , 0.816004 , 0.0516068 , 0.65041 , 0.177526 , 0.962828 , 0.607776 , 0.472396 , 0.564562 , 0.114261 , 0.875149 , 0.0332347 , 0.437422 , 0.640736 , 0.924131 , 0.733604 , 0.930601 , 0.148473 , 0.257332 , 0.868404 , 0.755852 , 0.60033 , 0.185064 , 0.73455 , 0.0933866 , 0.532151 , 0.757378 , 0.822474 , 0.70806 , 0.991363 , 0.876644 , 0.542009
3 , 0.782067 , 0.445814 , 0.515336 , 0.155248 , 0.245033 , -0.88815 , 0.292978 , 0.12009 , -0.100711 , 0.738182 , 0.144475 , 0.390576 , 0.266427 , 0.211768 , 0.303476 , 0.556627 , 0.267281 , 0.792749 , 0.830744 , 0.253914 , 0.890622 , 0.00912503 , 0.551225 , 0.507828 , 0.0242622 , 0.698569 , 0.77456 , 0.449446 , 0.776086 , 0.976928 , 0.0288095 , 0.74633 , 0.913297 , 0.91348 , 0.414167 , 0.588244 , 0.744743 , 0.702109 , 0.402356 , 0.760155
4 , 0.0581683 , 0.954009 , 0.150456 , -0.720756 , 0.970275 , -0.118442 , 0.801965 , 0.900815 , 0.813166 , -0.484664 , 0.50267 , 0.0644246 , 0.29722 , 0.410657 , 0.428114 , 0.041261 , 0.0597552 , 0.277017 , 0.646352 , 0.311624 , 0.187353 , 0.259072 , 0.215735 , 0.0526139 , 0.457503 , 0.445509 , 0.831294 , 0.296854 , 0.38731 , 0.915159 , 0.609241 , 0.0248115 , 0.366283 , 0.587024 , 0.547288 , 0.754479 , 0.907498 , 0.743034 , 0.159337 , 0.899869
5 , 0.0163884 , 0.735282 , 0.713065 , 0.58211 , 0.72631 , -0.416517 , 0.998596 , 0.997192 , 0.192724 , 0.84991 , 0.889828 , 0.0851161 , 0.848567 , 0.5103 , 0.227424 , 0.334391 , 0.38084 , 0.416303 , 0.0600604 , 0.70159 , 0.839076 , 0.750694 , 0.97943 , 0.306345 , 0.12067 , 0.410718 , 0.690603 , 0.410688 , 0.284799 , 0.929746 , 0.878903 , 0.0262154 , 0.50325 , 0.517838 , 0.412214 , 0.753105 , 0.278451 , 0.611438 , 0.444197 , 0.0132756
6 , 0.922391 , 0.516221 , 0.270943 , 0.110508 , 0.462783 , 0.106326 , 0.0527665 , 0.721671 , 0.924192 , -0.32786 , 0.435652 , 0.675466 , 0.42671 , 0.576006 , 0.868099 , 0.148015 , 0.546556 , 0.21955 , 0.63744 , 0.881497 , 0.760063 , 0.720725 , 0.0432142 , 0.710837 , 0.686087 , 0.902371 , 0.446181 , 0.517045 , 0.949492 , 0.857234 , 0.937468 , 0.780541 , 0.789605 , 0.653035 , 0.352824 , 0.0624409 , 0.608448 , 0.0719321 , 0.208411 , 0.29664
7 , 0.854793 , 0.599658 , 0.555162 , -0.272256 , 0.0208441 , -0.00820948 , -0.90289 , 0.619068 , 0.508103 , 0.366558 , 0.572985 , 0.552141 , 0.87347 , 0.707999 , 0.972533 , 0.56148 , 0.567919 , 0.467269 , 0.528764 , 0.338542 , 0.412122 , 0.58327 , 0.454512 , 0.574816 , 0.877346 , 0.941099 , 0.854488 , 0.556627 , 0.0426344 , 0.406934 , 0.988769 , 0.504868 , 0.62508 , 0.597491 , 0.883694 , 0.945708 , 0.961272 , 0.957121 , 0.265419 , 0.953703
8 , -0.122349 , 0.90585 , 0.724509 , 0.254585 , 0.960021 , 0.604755 , -0.587481 , 0.459059 , 0.629261 , 0.0993377 , 0.890896 , 0.85406 , 0.97116 , 0.737602 , 0.132176 , 0.890896 , 0.228919 , 0.661306 , 0.2678 , 0.0256661 , 0.574114 , 0.855617 , 0.438917 , 0.0620747 , 0.364025 , 0.310923 , 0.791681 , 0.797815 , 0.425398 , 0.336619 , 0.922788 , 0.841853 , 0.488021 , 0.914731 , 0.396802 , 0.814112 , 0.983459 , 0.593249 , 0.122654 , 0.683889
9 , 0.271798 , 0.404767 , 0.297861 , -0.155766 , 0.61568 , 0.814112 , -0.405164 , 0.981689 , 0.653829 , 0.938658 , 0.31019 , 0.971068 , 0.151311 , 0.854457 , 0.805628 , 0.0219428 , 0.33021 , 0.468978 , 0.0173345 , 0.822993 , 0.736412 , 0.708945 , 0.357494 , 0.804834 , 0.281198 , 0.234901 , 0.335704 , 0.575121 , 0.803217 , 0.253212 , 0.52266 , 0.722678 , 0.705191 , 0.0526444 , 0.49382 , 0.215247 , 0.798669 , 0.851283 , 0.438459 , 0.795709
