t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.636067 , 0.122196 , -0.723502 , 0.86523 , 0.0979644 , 0.763848 , 0.812159 , 0.47792 , -0.662709 , 0.343272
1 , -0.117832 , 0.796655 , 0.364727 , 0.226875 , 0.954863 , 0.919095 , -0.716086 , -0.399884 , -0.0984527 , 0.464919
2 , 0.681509 , -0.325266 , 0.0957366 , 0.0381176 , -0.279702 , 0.413129 , 0.618061 , 0.540819 , -0.499893 , -0.118717
3 , -0.233558 , 0.24134 , 0.222907 , 0.330363 , 0.0852077 , 0.114628 , 0.0404675 , 0.250404 , 0.461684 , 0.592486
4 , 0.298868 , 0.834773 , 0.657888 , -0.0699484 , 0.0402539 , 0.110538 , -0.64449 , 0.982391 , 0.156926 , 0.5309
5 , 0.449782 , 0.891171 , 0.996551 , 0.745262 , -0.307566 , 0.415296 , 0.768212 , -0.597186 , 0.922605 , 0.00811792
6 , -0.684713 , 0.43202 , -0.856929 , 0.0836207 , -0.743828 , -0.342387 , 0.38844 , 0.252419 , -0.477798 , 0.277078
7 , 0.320109 , 0.89642 , -0.315256 , 0.589404 , 0.718131 , 0.584033 , 0.777581 , 0.660146 , 0.253243 , -0.486801
8 , -0.374462 , 0.612018 , 0.52504 , 0.311258 , 0.429182 , 0.607837 , 0.779138 , -0.777886 , 0.219764 , 0.390606
9 , 0.790063 , 0.85934 , -0.647877 , -0.382611 , 0.505692 , 0.396832 , 0.0347301 , 0.0200201 , 0.142521 , 0.231574
10 , 0.192663 , 0.0961943 , 0.959777 , 0.000457778 , 0.638173 , 0.294687 , 0.531297 , 0.680013 , 0.62566 , 0.894253
11 , 0.594409 , 0.682913 , 0.988189 , 0.0595721 , 0.660604 , 0.213843 , 0.286966 , 0.525895 , 0.941649 , 0.956664
12 , 0.378643 , 0.762352 , 0.912473 , 0.125675 , 0.141697 , 0.397748 , 0.652058 , 0.633168 , 0.87051 , 0.362865
13 , 0.850673 , 0.377239 , 0.765893 , 0.85989 , 0.129856 , 0.214515 , 0.783441 , 0.62859 , 0.390423 , 0.825251
14 , 0.873867 , 0.374065 , 0.937346 , 0.709098 , 0.24659 , 0.634785 , 0.502579 , 0.095584 , 0.0620747 , 0.10773
15 , 0.516282 , 0.779107 , 0.977294 , 0.420576 , 0.0159612 , 0.560198 , 0.135929 , 0.0176702 , 0.993683 , 0.509964
16 , 0.312967 , 0.754234 , 0.548509 , 0.492355 , 0.772759 , 0.85052 , 0.275521 , 0.0894803 , 0.973266 , 0.794061
