t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.882138 , 0.45323 , -0.769555 , 0.92645 , 0.253243 , 0.808435 , 0.6751 , 0.247078 , -0.985198 , 0.0896329 , 0.760369 , 0.87759 , 0.346599 , 0.000518815 , 0.143071 , 0.00964385 , 0.487686 , 0.732047 , 0.899625 , 0.517777 , 0.980804 , 0.452773 , 0.358745 , 0.270425 , 0.782586 , 0.551683 , 0.461562 , 0.497696 , 0.0620136 , 0.813196 , 0.299203 , 0.283975 , 0.382672 , 0.0356761 , 0.596637 , 0.00567644 , 0.796014 , 0.658895 , 0.0999786 , 0.479202
1 , -0.546098 , 0.541398 , 0.119633 , 0.749748 , 0.0850856 , 0.225501 , -0.519028 , 0.351512 , -0.642842 , 0.550066 , 0.620716 , 0.36021 , 0.947356 , 0.135258 , 0.63509 , 0.491317 , 0.156468 , 0.420392 , 0.0937223 , 0.0427259 , 0.564043 , 0.267525 , 0.111606 , 0.77752 , 0.507004 , 0.720542 , 0.650319 , 0.671346 , 0.976074 , 0.904721 , 0.236488 , 0.695761 , 0.450911 , 0.113712 , 0.302286 , 0.841548 , 0.762413 , 0.051973 , 0.226691 , 0.871548
2 , 0.44377 , 0.613117 , -0.120518 , 0.8652 , 0.521775 , -0.853511 , 0.0614032 , 0.77044 , 0.829341 , 0.432478 , 0.447584 , 0.63506 , 0.143101 , 0.434462 , 0.514359 , 0.248848 , 0.0484939 , 0.405377 , 0.171178 , 0.0678732 , 0.940275 , 0.463637 , 0.995849 , 0.262123 , 0.68572 , 0.386395 , 0.488021 , 0.769524 , 0.469192 , 0.0303659 , 0.383862 , 0.621326 , 0.252907 , 0.282235 , 0.701621 , 0.332804 , 0.838557 , 0.833766 , 0.957121 , 0.148412
3 , 0.900815 , 0.992828 , 0.302194 , -0.278237 , 0.842738 , -0.337626 , 0.195441 , 0.0968047 , 0.33256 , 0.554796 , 0.354045 , 0.454817 , 0.325816 , 0.988739 , 0.668111 , 0.908841 , 0.577136 , 0.377361 , 0.0730918 , 0.611713 , 0.839991 , 0.936064 , 0.949065 , 0.108066 , 0.280801 , 0.778314 , 0.169164 , 0.738701 , 0.817072 , 0.491714 , 0.837336 , 0.370495 , 0.585009 , 0.778405 , 0.561663 , 0.0784631 , 0.673482 , 0.165258 , 0.623798 , 0.248787
4 , 0.810846 , -0.356853 , 0.594104 , 0.465438 , 0.210486 , -0.6433 , 0.199561 , 0.191534 , 0.135929 , 0.47438 , 0.437605 , 0.0729392 , 0.161046 , 0.242317 , 0.181127 , 0.0168767 , 0.693411 , 0.255531 , 0.315531 , 0.506638 , 0.22187 , 0.883084 , 0.888974 , 0.770104 , 0.142613 , 0.370128 , 0.341166 , 0.850154 , 0.468856 , 0.401288 , 0.243385 , 0.456893 , 0.327097 , 0.841884 , 0.922636 , 0.385235 , 0.534928 , 0.0266121 , 0.180151 , 0.94821
5 , 0.14185 , 0.833186 , -0.85052 , 0.174963 , 0.377422 , 0.436598 , 0.12476 , 0.900327 , -0.308451 , 0.597247 , 0.886319 , 0.448622 , 0.680441 , 0.0746483 , 0.320872 , 0.152684 , 0.169622 , 0.992279 , 0.478164 , 0.0490127 , 0.823603 , 0.763451 , 0.32667 , 0.293374 , 0.68572 , 0.962493 , 0.842372 , 0.344432 , 0.847957 , 0.88995 , 0.662221 , 0.367321 , 0.368542 , 0.047029 , 0.0860012 , 0.161901 , 0.360149 , 0.673849 , 0.313578 , 0.878292
6 , -0.0829188 , -0.404035 , 0.173498 , 0.541002 , -0.129551 , -0.643941 , -0.814905 , 0.028016 , 0.675069 , 0.819575 , 0.0789819 , 0.398572 , 0.899442 , 0.610553 , 0.0789819 , 0.054445 , 0.971313 , 0.168249 , 0.812372 , 0.721366 , 0.337352 , 0.878231 , 0.604938 , 0.458113 , 0.189367 , 0.389782 , 0.0654317 , 0.701102 , 0.777734 , 0.938749 , 0.0559099 , 0.95642 , 0.158849 , 0.259743 , 0.227912 , 0.439039 , 0.431837 , 0.72103 , 0.18366 , 0.171239
7 , -0.791864 , 0.922361 , -0.878628 , -0.934965 , 0.308145 , -0.771416 , 0.12772 , 0.480667 , -0.922941 , 0.239051 , 0.335856 , 0.602557 , 0.116886 , 0.165197 , 0.92584 , 0.659688 , 0.872829 , 0.785455 , 0.624775 , 0.893155 , 0.211005 , 0.57796 , 0.761467 , 0.548936 , 0.723624 , 0.852321 , 0.945708 , 0.533067 , 0.532426 , 0.835932 , 0.401959 , 0.466109 , 0.883511 , 0.219611 , 0.63741 , 0.513382 , 0.678762 , 0.847346 , 0.785699 , 0.729453
8 , -0.472488 , 0.328745 , 0.513413 , 0.73574 , 0.73397 , -0.434248 , 0.458449 , 0.0896939 , 0.50499 , 0.437117 , 0.475753 , 0.86874 , 0.552202 , 0.230079 , 0.934202 , 0.468062 , 0.973785 , 0.162755 , 0.592151 , 0.906522 , 0.0736412 , 0.0946989 , 0.0171819 , 0.749626 , 0.699881 , 0.873257 , 0.574267 , 0.106265 , 0.512864 , 0.259072 , 0.431257 , 0.170263 , 0.264687 , 0.74694 , 0.57976 , 0.71746 , 0.60155 , 0.129002 , 0.938719 , 0.119907
9 , 0.511429 , 0.603259 , 0.762383 , 0.758263 , 0.331339 , 0.337077 , 0.309244 , 0.283517 , 0.140934 , 0.967132 , 0.836329 , 0.564837 , 0.476943 , 0.906247 , 0.928251 , 0.132847 , 0.271737 , 0.342326 , 0.664449 , 0.452712 , 0.786401 , 0.998962 , 0.889584 , 0.16245 , 0.0467544 , 0.880612 , 0.436537 , 0.484024 , 0.547227 , 0.982116 , 0.991577 , 0.644124 , 0.987213 , 0.574633 , 0.784661 , 0.814173 , 0.823542 , 0.99649 , 0.898923 , 0.0938749
