t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.652638 , 0.677389 , 0.242347 , -0.209296 , 0.836482 , 0.50618 , 0.902493 , -0.0377209 , 0.974822 , 0.835078
1 , 0.11948 , 0.102756 , 0.48384 , 0.667928 , 0.603198 , 0.323405 , 0.562944 , -0.916959 , 0.942686 , 0.506211
2 , 0.761132 , 0.307382 , 0.162389 , 0.876797 , 0.210578 , 0.315165 , 0.0501724 , 0.930631 , 0.25544 , 0.447859
3 , 0.0514847 , 0.29899 , 0.663076 , 0.416272 , 0.223518 , 0.766808 , 0.189367 , -0.247627 , 0.530045 , 0.182165
4 , 0.0926542 , 0.11417 , 0.323313 , 0.762352 , -0.128666 , 0.456526 , 0.0194403 , 0.716117 , 0.492813 , 0.194372
5 , -0.901852 , -0.349498 , 0.144108 , -0.223304 , -0.651723 , -0.345134 , 0.550676 , 0.246071 , 0.764946 , 0.331217
6 , 0.125523 , 0.0154118 , 0.381939 , -0.459548 , 0.524613 , 0.858882 , -0.904172 , -0.435438 , 0.729148 , -0.526749
7 , 0.736015 , -0.809656 , 0.834712 , 0.0664083 , 0.431532 , 0.488449 , -0.191046 , 0.378765 , 0.857143 , 0.729484
8 , 0.101505 , 0.992615 , 0.934751 , 0.441725 , 0.684103 , 0.299387 , 0.358623 , 0.801508 , -0.289102 , 0.853359
9 , 0.96234 , 0.470168 , -0.95468 , 0.542802 , 0.891995 , 0.376354 , 0.282205 , 0.804956 , 0.502243 , 0.20246
10 , 0.412061 , 0.647938 , 0.269845 , 0.711234 , 0.789972 , 0.865658 , 0.748955 , 0.144108 , 0.905911 , 0.89227
11 , 0.358623 , 0.224799 , 0.849239 , 0.262795 , 0.409345 , 0.811518 , 0.00454726 , 0.769066 , 0.693319 , 0.097354
12 , 0.704001 , 0.321696 , 0.444411 , 0.5197 , 0.288369 , 0.029725 , 0.714957 , 0.349986 , 0.289193 , 0.800897
13 , 0.846736 , 0.99942 , 0.950835 , 0.249794 , 0.787255 , 0.253334 , 0.768578 , 0.219642 , 0.332041 , 0.00976592
14 , 0.818445 , 0.291025 , 0.360698 , 0.651387 , 0.194159 , 0.79162 , 0.946623 , 0.136906 , 0.716605 , 0.225806
15 , 0.158269 , 0.117924 , 0.252724 , 0.339488 , 0.772088 , 0.0909452 , 0.592639 , 0.0504471 , 0.0781274 , 0.166784
16 , 0.259743 , 0.635548 , 0.927152 , 0.575549 , 0.15421 , 0.383618 , 0.866909 , 0.827082 , 0.627918 , 0.358837
17 , 0.779351 , 0.259102 , 0.158269 , 0.498337 , 0.694784 , 0.940245 , 0.0735801 , 0.466872 , 0.960967 , 0.381268
18 , 0.918851 , 0.121342 , 0.821711 , 0.678579 , 0.725852 , 0.0688192 , 0.957884 , 0.0196539 , 0.928495 , 0.2978
19 , 0.377361 , 0.23249 , 0.199805 , 0.400006 , 0.783105 , 0.646077 , 0.543229 , 0.620167 , 0.903165 , 0.574419
20 , 0.745781 , 0.664266 , 0.239143 , 0.238105 , 0.876186 , 0.382153 , 0.690115 , 0.255623 , 0.997406 , 0.363414
21 , 0.58208 , 0.324564 , 0.169469 , 0.75219 , 0.984497 , 0.152379 , 0.138676 , 0.770623 , 0.29252 , 0.963561
22 , 0.927824 , 0.78753 , 0.820276 , 0.283334 , 0.172246 , 0.0999786 , 0.300668 , 0.758538 , 0.461867 , 0.781915
23 , 0.884365 , 0.232856 , 0.899991 , 0.0520951 , 0.751335 , 0.865444 , 0.103183 , 0.174535 , 0.0755333 , 0.498795
24 , 0.352123 , 0.129887 , 0.124027 , 0.496353 , 0.719291 , 0.767418 , 0.43376 , 0.771233 , 0.659108 , 0.494217
25 , 0.575671 , 0.612812 , 0.237007 , 0.88113 , 0.0239875 , 0.913144 , 0.412427 , 0.974761 , 0.739555 , 0.755699
26 , 0.277474 , 0.336131 , 0.937437 , 0.765893 , 0.170324 , 0.667562 , 0.571459 , 0.746757 , 0.488021 , 0.523545
27 , 0.899686 , 0.462783 , 0.740837 , 0.996551 , 0.720298 , 0.165288 , 0.0077517 , 0.131932 , 0.540513 , 0.389447
28 , 0.132023 , 0.158025 , 0.600085 , 0.736808 , 0.145756 , 0.519944 , 0.608997 , 0.285806 , 0.737815 , 0.783471
29 , 0.828089 , 0.448927 , 0.149388 , 0.663778 , 0.666768 , 0.121372 , 0.751518 , 0.639454 , 0.94882 , 0.771966
30 , 0.724998 , 0.685751 , 0.880123 , 0.955168 , 0.272927 , 0.0394299 , 0.558336 , 0.610065 , 0.955565 , 0.965361
31 , 0.214637 , 0.23487 , 0.509079 , 0.212622 , 0.205756 , 0.193396 , 0.0105899 , 0.0324412 , 0.709464 , 0.227577
32 , 0.881832 , 0.56505 , 0.398328 , 0.12476 , 0.899686 , 0.732078 , 0.0509049 , 0.396741 , 0.237861 , 0.911863
33 , 0.763604 , 0.688498 , 0.244331 , 0.59563 , 0.86697 , 0.115696 , 0.429609 , 0.149449 , 0.216712 , 0.646321
34 , 0.409925 , 0.107425 , 0.50792 , 0.381207 , 0.387799 , 0.832911 , 0.545183 , 0.880947 , 0.852687 , 0.383282
35 , 0.968596 , 0.121647 , 0.323679 , 0.104221 , 0.25959 , 0.637989 , 0.0495621 , 0.301798 , 0.359416 , 0.629658
36 , 0.800256 , 0.698782 , 0.0351878 , 0.989746 , 0.393139 , 0.793115 , 0.645589 , 0.631336 , 0.097232 , 0.622669
37 , 0.678854 , 0.21955 , 0.177007 , 0.89993 , 0.841578 , 0.157628 , 0.428663 , 0.507706 , 0.49321 , 0.82638
38 , 0.571673 , 0.413404 , 0.788049 , 0.37315 , 0.037904 , 0.221931 , 0.43907 , 0.906552 , 0.298654 , 0.625751
39 , 0.448347 , 0.815851 , 0.521592 , 0.515641 , 0.721885 , 0.448073 , 0.92111 , 0.946959 , 0.696127 , 0.613605

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.652638 , 0.677389 , 0.242347 , -0.209296 , 0.836482 , 0.50618 , 0.902493 , -0.0377209 , 0.974822 , 0.835078
1 , 0.295584 , 0.282205 , 0.587072 , 0.734342 , 0.682559 , 0.458724 , 0.650356 , -0.933567 , 0.954149 , 0.604968
2 , 0.808905 , 0.445906 , 0.329911 , 0.901437 , 0.368462 , 0.452132 , 0.240138 , 0.944505 , 0.404352 , 0.558287
3 , 0.0514847 , 0.29899 , 0.663076 , 0.416272 , 0.223518 , 0.766808 , 0.189367 , -0.247627 , 0.530045 , 0.182165
4 , 0.274123 , 0.291336 , 0.45865 , 0.809882 , -0.302933 , 0.565221 , 0.215552 , 0.772893 , 0.59425 , 0.355498
