t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , -0.53853 , 0.745537 , 0.179235 , 0.542985 , 0.861934 , 0.318003 , 0.773125 , 0.0158696 , 0.603748 , 0.661611 , 0.0488907 , 0.223212 , 0.750114 , 0.258522 , 0.0335093 , 0.507401 , 0.627064 , 0.666616 , 0.111759 , 0.751823 , 0.846644 , 0.678823 , 0.241798 , 0.363536 , 0.502243 , 0.0943938 , 0.132237 , 0.368267 , 0.226112 , 0.632191 , 0.194678 , 0.073397 , 0.126957 , 0.122593 , 0.567492 , 0.700858 , 0.990997 , 0.742454 , 0.755821 , 0.0238655
1 , -0.473037 , 0.516434 , 0.0672628 , 0.519822 , 0.537553 , 0.587085 , 0.0143132 , 0.842494 , 0.833705 , 0.48674 , 0.703238 , 0.379681 , 0.0425733 , 0.13831 , 0.778863 , 0.0764183 , 0.223212 , 0.84341 , 0.85696 , 0.510361 , 0.816797 , 0.831233 , 0.979369 , 0.496109 , 0.975768 , 0.332591 , 0.144902 , 0.00531022 , 0.99704 , 0.860744 , 0.444075 , 0.252388 , 0.977783 , 0.391736 , 0.575884 , 0.755272 , 0.618366 , 0.580035 , 0.594501 , 0.477767
2 , 0.852535 , 0.351482 , 0.68569 , 0.906064 , 0.449782 , 0.179052 , 0.772149 , 0.36433 , 0.544206 , 0.421552 , 0.974303 , 0.604816 , 0.240913 , 0.388745 , 0.450117 , 0.912778 , 0.25721 , 0.876461 , 0.173803 , 0.826594 , 0.882382 , 0.699881 , 0.381787 , 0.0835902 , 0.281899 , 0.211554 , 0.745079 , 0.815119 , 0.787683 , 0.953093 , 0.139744 , 0.997406 , 0.364177 , 0.956328 , 0.0169683 , 0.166997 , 0.129795 , 0.888516 , 0.796197 , 0.826044
3 , 0.291055 , 0.381664 , -0.218665 , 0.95352 , -0.111026 , -0.0203253 , 0.40846 , 0.344951 , 0.127537 , 0.889187 , 0.603076 , 0.724906 , 0.197333 , 0.415815 , 0.319071 , 0.0260018 , 0.886807 , 0.826868 , 0.386853 , 0.591021 , 0.142064 , 0.118686 , 0.462935 , 0.820887 , 0.807703 , 0.409192 , 0.791467 , 0.346171 , 0.917844 , 0.231758 , 0.192358 , 0.57384 , 0.308176 , 0.709311 , 0.185217 , 0.906735 , 0.144139 , 0.181982 , 0.496323 , 0.857814
4 , 0.910947 , 0.22599 , 0.543229 , 0.204352 , 0.865871 , 0.942473 , 0.290445 , 0.000793481 , -0.175207 , 0.846339 , 0.33253 , 0.974334 , 0.95175 , 0.954466 , 0.384289 , 0.857418 , 0.170415 , 0.00302133 , 0.31135 , 0.501236 , 0.831019 , 0.398938 , 0.781213 , 0.55388 , 0.549058 , 0.334391 , 0.972472 , 0.864498 , 0.4138 , 0.629292 , 0.252297 , 0.156011 , 0.261025 , 0.657552 , 0.650166 , 0.670339 , 0.0570696 , 0.217505 , 0.265481 , 0.528886
5 , 0.315439 , 0.0875271 , 0.831233 , 0.0646077 , -0.942473 , 0.84109 , 0.621235 , 0.09064 , -0.0367443 , 0.430433 , 0.683584 , 0.229469 , 0.0877102 , 0.523423 , 0.713553 , 0.611591 , 0.302255 , 0.325388 , 0.787072 , 0.11597 , 0.933927 , 0.848476 , 0.115329 , 0.361522 , 0.8493 , 0.771813 , 0.607013 , 0.560442 , 0.871914 , 0.457686 , 0.63567 , 0.159032 , 0.0916471 , 0.81634 , 0.307077 , 0.335917 , 0.154637 , 0.0143437 , 0.285318 , 0.543657
6 , 0.178472 , -0.0411695 , 0.185034 , 0.5674 , 0.847102 , 0.923338 , 0.612384 , 0.37611 , 0.330485 , 0.755181 , 0.693869 , 0.90875 , 0.0827052 , 0.827143 , 0.311594 , 0.316721 , 0.403821 , 0.701163 , 0.299936 , 0.700644 , 0.423414 , 0.916349 , 0.765221 , 0.262795 , 0.762139 , 0.151067 , 0.0701926 , 0.38084 , 0.946684 , 0.803064 , 0.874966 , 0.195898 , 0.699789 , 0.728904 , 0.0528886 , 0.0458998 , 0.351329 , 0.498703 , 0.149052 , 0.562243
7 , 0.0542009 , 0.475448 , 0.591632 , 0.88348 , 0.302011 , -0.868038 , 0.973968 , 0.342265 , 0.641835 , 0.729728 , 0.775964 , 0.944853 , 0.308695 , 0.0111393 , 0.669637 , 0.0194403 , 0.52852 , 0.314859 , 0.848018 , 0.269692 , 0.123356 , 0.962523 , 0.477554 , 0.548875 , 0.040315 , 0.441603 , 0.844356 , 0.486099 , 0.464125 , 0.54503 , 0.894955 , 0.659536 , 0.254372 , 0.61095 , 0.0868557 , 0.914029 , 0.553545 , 0.773125 , 0.287545 , 0.0324717
8 , -0.0118107 , 0.596728 , 0.903714 , 0.693075 , 0.899167 , -0.514878 , 0.341624 , 0.718894 , 0.0850246 , -0.912107 , 0.350688 , 0.735588 , 0.839442 , 0.177557 , 0.652608 , 0.0207831 , 0.0352184 , 0.241401 , 0.707633 , 0.732994 , 0.197089 , 0.65212 , 0.996796 , 0.739891 , 0.74865 , 0.671957 , 0.194464 , 0.332072 , 0.16007 , 0.00134281 , 0.813349 , 0.929777 , 0.0567644 , 0.120243 , 0.836451 , 0.357372 , 0.647725 , 0.0110172 , 0.0199591 , 0.646992
9 , -0.0621357 , 0.149358 , -0.964904 , 0.511399 , 0.220344 , 0.0364086 , 0.136418 , 0.663503 , 0.702536 , 0.339488 , 0.412275 , 0.479537 , 0.720542 , 0.0661946 , 0.880642 , 0.559465 , 0.987487 , 0.287332 , 0.256294 , 0.551592 , 0.260659 , 0.975188 , 0.240822 , 0.167241 , 0.502335 , 0.0744652 , 0.469253 , 0.377239 , 0.0434584 , 0.197485 , 0.366619 , 0.205359 , 0.0291147 , 0.75103 , 0.50792 , 0.0533464 , 0.113712 , 0.97644 , 0.229499 , 0.425092
