t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.0721763 , 0.0104373 , -0.228675 , 0.105319 , 0.356853 , 0.297037 , 0.193701 , 0.971496 , 0.87289 , -0.536973 , 0.00613422 , 0.282601 , 0.867031 , 0.826197 , 0.242927 , 0.446913 , 0.91174 , 0.712302 , 0.0866726 , 0.500015 , 0.0749535 , 0.672933 , 0.553911 , 0.6845 , 0.0383618 , 0.0993988 , 0.959899 , 0.337382 , 0.921567 , 0.253334 , 0.458022 , 0.226173 , 0.0862758 , 0.867122 , 0.928953 , 0.878018 , 0.690817 , 0.0916776 , 0.270455 , 0.224891
1 , 0.555498 , 0.0902738 , 0.776421 , 0.0986969 , 0.0833766 , 0.771294 , 0.0323496 , 0.662099 , 0.134892 , 0.651997 , 0.289804 , 0.106784 , 0.578478 , 0.538224 , 0.406903 , 0.51204 , 0.903592 , 0.205237 , 0.846034 , 0.276711 , 0.787591 , 0.37553 , 0.307779 , 0.795221 , 0.0458083 , 0.968535 , 0.328623 , 0.530045 , 0.0992767 , 0.0507523 , 0.243416 , 0.224555 , 0.518876 , 0.486648 , 0.370373 , 0.594531 , 0.410169 , 0.203589 , 0.845759 , 0.96762
2 , 0.0598163 , 0.417707 , 0.392071 , 0.44496 , 0.676321 , 0.198218 , 0.443342 , -0.851619 , 0.559496 , 0.63506 , 0.114048 , 0.196295 , 0.902737 , 0.412183 , 0.476424 , 0.386853 , 0.745201 , 0.0339366 , 0.444411 , 0.586535 , 0.636311 , 0.196142 , 0.658895 , 0.599811 , 0.665517 , 0.154637 , 0.31254 , 0.616901 , 0.0437025 , 0.719352 , 0.107791 , 0.580798 , 0.492325 , 0.359233 , 0.0544755 , 0.68099 , 0.630787 , 0.875912 , 0.40611 , 0.550951
3 , -0.6798 , 0.985168 , 0.945311 , -0.933958 , 0.47496 , -0.147435 , 0.781213 , -0.363781 , -0.116062 , 0.302988 , 0.199469 , 0.428083 , 0.256417 , 0.918119 , 0.159642 , 0.742576 , 0.158422 , 0.821436 , 0.622913 , 0.30372 , 0.324229 , 0.532517 , 0.820154 , 0.709494 , 0.65627 , 0.807672 , 0.143162 , 0.627247 , 0.526505 , 0.774346 , 0.821009 , 0.417982 , 0.873196 , 0.103763 , 0.933805 , 0.155156 , 0.521012 , 0.694357 , 0.856349 , 0.813166
4 , 0.0531327 , 0.0518815 , 0.456465 , 0.0940275 , -0.505234 , 0.179571 , 0.757256 , 0.740074 , 0.470656 , 0.172002 , 0.251411 , 0.68218 , 0.349742 , 0.557665 , 0.964171 , 0.0858486 , 0.149113 , 0.636555 , 0.150853 , 0.696829 , 0.653645 , 0.925626 , 0.543107 , 0.833766 , 0.911374 , 0.537004 , 0.438459 , 0.317576 , 0.113804 , 0.131901 , 0.0116886 , 0.84048 , 0.607685 , 0.306467 , 0.917447 , 0.894955 , 0.239143 , 0.403546 , 0.780541 , 0.95642
5 , 0.687002 , -0.666494 , 0.0325938 , 0.975982 , -0.948882 , -0.204871 , 0.23423 , 0.0191656 , -0.502853 , 0.209693 , 0.788629 , 0.550218 , 0.813807 , 0.761986 , 0.529588 , 0.00244148 , 0.450942 , 0.239723 , 0.287301 , 0.832423 , 0.951842 , 0.89169 , 0.606342 , 0.174871 , 0.00915555 , 0.368786 , 0.815912 , 0.691092 , 0.84228 , 0.191321 , 0.906064 , 0.578112 , 0.522477 , 0.72805 , 0.73455 , 0.407605 , 0.859127 , 0.238929 , 0.430342 , 0.441328
6 , 0.555986 , 0.945067 , 0.853023 , 0.93466 , 0.379406 , -0.716483 , 0.367473 , -0.0124516 , 0.655873 , -0.182775 , 0.0286264 , 0.554094 , 0.416181 , 0.0809656 , 0.579363 , 0.973296 , 0.119816 , 0.682302 , 0.424177 , 0.61388 , 0.121921 , 0.379101 , 0.928648 , 0.447493 , 0.38908 , 0.327708 , 0.130955 , 0.142216 , 0.519486 , 0.541917 , 0.690634 , 0.255898 , 0.750603 , 0.135685 , 0.422468 , 0.224586 , 0.921171 , 0.883816 , 0.33842 , 0.506424
7 , 0.10065 , 0.882138 , 0.499405 , 0.702994 , 0.0861232 , -0.506851 , 0.92169 , 0.919614 , 0.568926 , 0.727165 , 0.486251 , 0.780084 , 0.020539 , 0.0695822 , 0.147984 , 0.669027 , 0.43498 , 0.665242 , 0.5674 , 0.361248 , 0.318705 , 0.850642 , 0.307321 , 0.523118 , 0.152226 , 0.644246 , 0.340342 , 0.226173 , 0.650044 , 0.295083 , 0.5009 , 0.288552 , 0.782098 , 0.760063 , 0.440046 , 0.920865 , 0.607898 , 0.0513321 , 0.556475 , 0.312754
8 , 0.428816 , -0.276711 , 0.14594 , 0.0921964 , 0.697836 , 0.375713 , 0.283547 , 0.513535 , 0.0521561 , 0.76278 , 0.440565 , 0.335612 , 0.946562 , 0.777703 , 0.239784 , 0.129337 , 0.762688 , 0.564531 , 0.812098 , 0.337992 , 0.249153 , 0.990326 , 0.781671 , 0.699545 , 0.487289 , 0.586474 , 0.990143 , 0.0534379 , 0.986175 , 0.0413221 , 0.034547 , 0.399976 , 0.139775 , 0.377331 , 0.405927 , 0.759453 , 0.544877 , 0.691733 , 0.518662 , 0.71334
9 , -0.180609 , 0.584643 , 0.954833 , 0.241737 , 0.446181 , -0.910642 , 0.237526 , -0.306131 , 0.560289 , -0.291055 , 0.928129 , 0.534501 , 0.886502 , 0.249641 , 0.575579 , 0.733451 , 0.539415 , 0.528184 , 0.468215 , 0.131596 , 0.0985748 , 0.0355235 , 0.620838 , 0.59563 , 0.721183 , 0.917356 , 0.329203 , 0.309305 , 0.703604 , 0.432417 , 0.789605 , 0.767785 , 0.680197 , 0.0162969 , 0.461837 , 0.96118 , 0.226325 , 0.824122 , 0.529984 , 0.647786

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.0721763 , 0.0104373 , -0.18294 , 0.0842555 , 0.285482 , 0.297037 , 0.154961 , 0.971496 , 0.87289 , -0.429579 , 0.00613422 , 0.226081 , 0.867031 , 0.660958 , 0.242927 , 0.446913 , 0.91174 , 0.712302 , 0.0866726 , 0.500015 , 0.0749535 , 0.672933 , 0.553911 , 0.6845 , 0.0306894 , 0.0993988 , 0.959899 , 0.337382 , 0.921567 , 0.253334 , 0.458022 , 0.226173 , 0.0690207 , 0.693698 , 0.928953 , 0.878018 , 0.690817 , 0.0916776 , 0.270455 , 0.179913
1 , 0.555498 , 0.0902738 , 0.621137 , 0.0789575 , 0.0667013 , 0.771294 , 0.0258797 , 0.662099 , 0.134892 , 0.521598 , 0.289804 , 0.0854274 , 0.578478 , 0.43058 , 0.406903 , 0.51204 , 0.903592 , 0.205237 , 0.846034 , 0.276711 , 0.787591 , 0.37553 , 0.307779 , 0.795221 , 0.0366466 , 0.968535 , 0.328623 , 0.530045 , 0.0992767 , 0.0507523 , 0.243416 , 0.224555 , 0.415101 , 0.389319 , 0.370373 , 0.594531 , 0.410169 , 0.203589 , 0.845759 , 0.774096
2 , 0.0598163 , 0.417707 , 0.513657 , 0.555968 , 0.741057 , 0.198218 , 0.554674 , -0.851619 , 0.559496 , 0.708048 , 0.114048 , 0.357036 , 0.902737 , 0.529746 , 0.476424 , 0.386853 , 0.745201 , 0.0339366 , 0.444411 , 0.586535 , 0.636311 , 0.196142 , 0.658895 , 0.599811 , 0.732414 , 0.154637 , 0.31254 , 0.616901 , 0.0437025 , 0.719352 , 0.107791 , 0.580798 , 0.59386 , 0.487387 , 0.0544755 , 0.68099 , 0.630787 , 0.875912 , 0.40611 , 0.640761
3 , -0.6798 , 0.985168 , 0.956249 , -0.947166 , 0.579968 , -0.147435 , 0.82497 , -0.363781 , -0.116062 , 0.44239 , 0.199469 , 0.542467 , 0.256417 , 0.934495 , 0.159642 , 0.742576 , 0.158422 , 0.821436 , 0.622913 , 0.30372 , 0.324229 , 0.532517 , 0.820154 , 0.709494 , 0.725016 , 0.807672 , 0.143162 , 0.627247 , 0.526505 , 0.774346 , 0.821009 , 0.417982 , 0.898556 , 0.28301 , 0.933805 , 0.155156 , 0.521012 , 0.694357 , 0.856349 , 0.850533
4 , 0.0531327 , 0.0518815 , 0.565172 , 0.275222 , -0.604187 , 0.179571 , 0.805805 , 0.740074 , 0.470656 , 0.337602 , 0.251411 , 0.745744 , 0.349742 , 0.646132 , 0.964171 , 0.0858486 , 0.149113 , 0.636555 , 0.150853 , 0.696829 , 0.653645 , 0.925626 , 0.543107 , 0.833766 , 0.929099 , 0.537004 , 0.438459 , 0.317576 , 0.113804 , 0.131901 , 0.0116886 , 0.84048 , 0.686148 , 0.445174 , 0.917447 , 0.894955 , 0.239143 , 0.403546 , 0.780541 , 0.965136
5 , 0.687002 , -0.666494 , 0.026075 , 0.780786 , -0.759105 , -0.204871 , 0.187384 , 0.0191656 , -0.502853 , 0.167754 , 0.788629 , 0.440175 , 0.813807 , 0.609589 , 0.529588 , 0.00244148 , 0.450942 , 0.239723 , 0.287301 , 0.832423 , 0.951842 , 0.89169 , 0.606342 , 0.174871 , 0.00732444 , 0.368786 , 0.815912 , 0.691092 , 0.84228 , 0.191321 , 0.906064 , 0.578112 , 0.417982 , 0.58244 , 0.73455 , 0.407605 , 0.859127 , 0.238929 , 0.430342 , 0.353063
6 , 0.555986 , 0.945067 , 0.882418 , 0.947728 , 0.503525 , -0.716483 , 0.493979 , -0.0124516 , 0.655873 , -0.34622 , 0.0286264 , 0.643275 , 0.416181 , 0.264772 , 0.579363 , 0.973296 , 0.119816 , 0.682302 , 0.424177 , 0.61388 , 0.121921 , 0.379101 , 0.928648 , 0.447493 , 0.511264 , 0.327708 , 0.130955 , 0.142216 , 0.519486 , 0.541917 , 0.690634 , 0.255898 , 0.800482 , 0.308548 , 0.422468 , 0.224586 , 0.921171 , 0.883816 , 0.33842 , 0.605139
