t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.00668355 , 0.0715964 , 0.116733 , 0.065157 , 0.378552 , 0.517289 , 0.0934172 , 0.858211 , 0.674947 , 0.435224
1 , -0.0200507 , 0.872738 , -0.451125 , 0.734519 , 0.451827 , 0.477248 , 0.732688 , 0.0308847 , 0.02884 , -0.681204
2 , 0.526505 , 0.553514 , 0.675008 , 0.773003 , 0.0912809 , -0.513901 , 0.245155 , 0.441328 , -0.462081 , 0.451857
3 , 0.583789 , 0.690573 , -0.65804 , 0.399548 , 0.279031 , 0.753624 , -0.637471 , 0.398663 , 0.684164 , 0.160253
4 , 0.725059 , 0.867916 , 0.444899 , 0.323283 , -0.813959 , 0.993561 , 0.600024 , -0.631214 , 0.629688 , 0.537126
5 , 0.336253 , 0.663198 , 0.814142 , 0.0244453 , 0.664876 , 0.296945 , 0.966063 , 0.481002 , -0.385327 , 0.0146184
6 , 0.102268 , 0.286355 , 0.71218 , 0.122013 , 0.0617084 , 0.020539 , 0.763665 , -0.863186 , -0.64803 , 0.175939
7 , 0.399121 , 0.666402 , 0.0824915 , 0.370525 , 0.786737 , 0.936583 , -0.367809 , 0.0123905 , 0.801263 , 0.38731
8 , 0.0339061 , 0.463515 , -0.799554 , 0.0189825 , 0.100497 , 0.851985 , -0.606433 , 0.0908231 , 0.971007 , 0.0690024
9 , -0.00442518 , 0.617176 , 0.35786 , 0.263222 , 0.13599 , 0.884976 , 0.65212 , 0.731284 , 0.954863 , 0.885037
10 , 0.889645 , 0.51146 , 0.845973 , 0.370312 , 0.290933 , 0.814386 , 0.482162 , 0.351817 , 0.304361 , 0.260475
11 , 0.385266 , 0.743492 , 0.0832545 , 0.109684 , 0.0454115 , 0.316263 , 0.817011 , 0.788415 , 0.83697 , 0.128208
12 , 0.201422 , 0.665548 , 0.193396 , 0.831233 , 0.860988 , 0.221564 , 0.150517 , 0.327525 , 0.301553 , 0.481918
13 , 0.970397 , 0.753716 , 0.303964 , 0.338511 , 0.90051 , 0.3979 , 0.629261 , 0.326579 , 0.247353 , 0.346568
14 , 0.706076 , 0.219764 , 0.499588 , 0.717429 , 0.805292 , 0.0575274 , 0.610889 , 0.581927 , 0.144505 , 0.327769
15 , 0.698782 , 0.566759 , 0.226569 , 0.668752 , 0.175817 , 0.996673 , 0.912656 , 0.728294 , 0.216468 , 0.55031
16 , 0.293008 , 0.937925 , 0.90994 , 0.104648 , 0.125431 , 0.599078 , 0.524277 , 0.935179 , 0.660024 , 0.457137
17 , 0.427931 , 0.424543 , 0.294412 , 0.93115 , 0.30134 , 0.534715 , 0.312784 , 0.0877102 , 0.162603 , 0.164281
18 , 0.352672 , 0.310404 , 0.618122 , 0.815058 , 0.426221 , 0.0220649 , 0.967559 , 0.642048 , 0.411145 , 0.131718
19 , 0.727409 , 0.562304 , 0.0867641 , 0.627888 , 0.337413 , 0.978973 , 0.920347 , 0.362224 , 0.33433 , 0.490402
20 , 0.498428 , 0.75515 , 0.324259 , 0.0647603 , 0.458998 , 0.803705 , 0.526688 , 0.628163 , 0.247108 , 0.352702
21 , 0.294809 , 0.771447 , 0.824183 , 0.16129 , 0.349528 , 0.536821 , 0.299844 , 0.616962 , 0.965484 , 0.544603
22 , 0.621845 , 0.795953 , 0.539354 , 0.0151372 , 0.363079 , 0.203558 , 0.266457 , 0.144963 , 0.174718 , 0.437513
23 , 0.0985138 , 0.142155 , 0.265786 , 0.0387585 , 0.0706198 , 0.54622 , 0.885861 , 0.530503 , 0.851894 , 0.187689
24 , 0.0693991 , 0.392773 , 0.54265 , 0.557421 , 0.0869472 , 0.20893 , 0.370342 , 0.45378 , 0.968993 , 0.369121
25 , 0.842708 , 0.893796 , 0.843715 , 0.264504 , 0.481399 , 0.920255 , 0.580279 , 0.631794 , 0.138676 , 0.906247
26 , 0.31077 , 0.929044 , 0.278268 , 0.546587 , 0.949583 , 0.859188 , 0.0576189 , 0.116306 , 0.899808 , 0.194525
27 , 0.824641 , 0.828883 , 0.688437 , 0.44792 , 0.649098 , 0.491104 , 0.115604 , 0.0168462 , 0.576983 , 0.726066
28 , 0.663808 , 0.800745 , 0.625111 , 0.702322 , 0.322428 , 0.941771 , 0.749046 , 0.357036 , 0.618793 , 0.569231
