t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.744011 , 0.0856044 , -0.00338755 , 0.374737 , 0.134007 , 0.903104 , 0.780999 , 0.621693 , -0.820063 , 0.173559
1 , -0.359142 , -0.706412 , -0.932737 , -0.87054 , 0.164617 , 0.481552 , 0.277078 , -0.466567 , -0.727165 , 0.343059
2 , 0.0184027 , 0.169744 , 0.141667 , 0.294626 , 0.127995 , 0.195593 , 0.166509 , 0.981201 , 0.662038 , 0.43556
3 , 0.332377 , 0.719016 , 0.31608 , 0.508744 , -0.436995 , 0.990265 , 0.959532 , 0.97467 , 0.349132 , 0.369335
4 , 0.771416 , 0.295938 , 0.737571 , 0.0166021 , 0.419935 , 0.659749 , 0.145756 , 0.772301 , 0.181768 , 0.232643
5 , 0.823145 , 0.0604266 , 0.632466 , 0.293558 , -0.166326 , 0.574786 , 0.472335 , 0.547533 , 0.318522 , 0.80343
6 , 0.0582598 , -0.82049 , 0.134098 , 0.279641 , 0.988556 , 0.452132 , 0.987884 , 0.377758 , -0.724693 , -0.23661
7 , 0.873287 , 0.0145878 , -0.0841701 , 0.711875 , 0.21485 , 0.746757 , 0.301065 , 0.40379 , -0.917844 , 0.141301
8 , 0.0379345 , 0.861202 , -0.977508 , 0.298898 , 0.437178 , 0.0257881 , 0.942381 , 0.143071 , 0.94995 , 0.115482
9 , 0.814295 , -0.196753 , 0.727256 , 0.166509 , 0.938322 , -0.0424818 , 0.513565 , 0.433424 , 0.0788903 , 0.654408
10 , 0.167699 , 0.0963469 , 0.901212 , 0.696524 , 0.550554 , 0.898038 , 0.603381 , 0.830378 , 0.374889 , 0.616688
11 , 0.981689 , 0.330638 , 0.674978 , 0.919858 , 0.44554 , 0.0719321 , 0.876553 , 0.272195 , 0.250893 , 0.199866
12 , 0.075869 , 0.362346 , 0.221595 , 0.683798 , 0.0707724 , 0.926695 , 0.629597 , 0.341594 , 0.45262 , 0.174841
13 , 0.359661 , 0.289315 , 0.528398 , 0.301553 , 0.600818 , 0.808039 , 0.452559 , 0.00949126 , 0.145543 , 0.318186
14 , 0.511979 , 0.395886 , 0.0739463 , 0.155736 , 0.421583 , 0.676809 , 0.818812 , 0.273171 , 0.455153 , 0.412915
15 , 0.351238 , 0.121128 , 0.752312 , 0.0122684 , 0.597186 , 0.0687277 , 0.70748 , 0.688101 , 0.483444 , 0.903226
16 , 0.857021 , 0.596545 , 0.133335 , 0.915647 , 0.263924 , 0.0550249 , 0.650563 , 0.725486 , 0.15363 , 0.605976
17 , 0.624622 , 0.864406 , 0.317789 , 0.87991 , 0.93585 , 0.768853 , 0.165105 , 0.122623 , 0.0694906 , 0.498245
18 , 0.277383 , 0.290628 , 0.199377 , 0.802087 , 0.0741905 , 0.0886563 , 0.711905 , 0.231239 , 0.570605 , 0.249763
19 , 0.0579547 , 0.288583 , 0.95819 , 0.941343 , 0.596179 , 0.29902 , 0.957732 , 0.909726 , 0.111148 , 0.0232246
20 , 0.972533 , 0.960906 , 0.123936 , 0.0201422 , 0.555284 , 0.345653 , 0.706412 , 0.264901 , 0.198828 , 0.0996124
21 , 0.135655 , 0.779351 , 0.337382 , 0.281198 , 0.45793 , 0.359722 , 0.0184637 , 0.525254 , 0.174902 , 0.235511
22 , 0.860836 , 0.968413 , 0.883511 , 0.857051 , 0.77044 , 0.561357 , 0.274514 , 0.73751 , 0.861476 , 0.567003
23 , 0.843226 , 0.844478 , 0.818964 , 0.0951262 , 0.925932 , 0.320597 , 0.502091 , 0.988769 , 0.301553 , 0.29603
