t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.0896329 , 0.767235 , 0.28486 , 0.328074 , -0.857356 , 0.139958 , 0.555101 , -0.578845 , 0.74398 , 0.477889 , 0.695578 , 0.726035 , 0.477187 , 0.129978 , 0.413587 , 0.051088 , 0.248024 , 0.375408 , 0.721671 , 0.672353 , 0.562456 , 0.58565 , 0.34196 , 0.550584 , 0.296426 , 0.110843 , 0.921415 , 0.641469 , 0.827174 , 0.75338 , 0.575335 , 0.0722373 , 0.939238 , 0.832087 , 0.494186 , 0.439131 , 0.944639 , 0.663076 , 0.0930509 , 0.611072
1 , 0.162755 , 0.760308 , 0.308817 , 0.26664 , -0.662862 , 0.391217 , -0.424757 , 0.642476 , 0.879025 , 0.168187 , 0.054445 , 0.77456 , 0.412763 , 0.234413 , 0.269143 , 0.81402 , 0.0612812 , 0.664388 , 0.0558489 , 0.350597 , 0.858638 , 0.141667 , 0.250099 , 0.87405 , 0.700613 , 0.449446 , 0.669729 , 0.20069 , 0.919614 , 0.886258 , 0.370922 , 0.644856 , 0.945372 , 0.827235 , 0.300546 , 0.861019 , 0.863948 , 0.804956 , 0.0716269 , 0.748985
2 , 0.565691 , 0.755425 , 0.723106 , 0.958403 , 0.619434 , 0.946959 , 0.0248115 , 0.529191 , 0.819788 , 0.710746 , 0.823756 , 0.378674 , 0.232795 , 0.38084 , 0.364574 , 0.615131 , 0.260872 , 0.935697 , 0.906949 , 0.890072 , 0.218604 , 0.716269 , 0.826563 , 0.223273 , 0.935514 , 0.154515 , 0.22544 , 0.107761 , 0.374493 , 0.866482 , 0.559374 , 0.155095 , 0.50499 , 0.3343 , 0.988769 , 0.191321 , 0.20661 , 0.482803 , 0.906461 , 0.385388
3 , -0.214576 , 0.232398 , 0.891324 , 0.905545 , -0.203772 , 0.362774 , 0.000946074 , -0.188452 , 0.306131 , 0.408673 , 0.356914 , 0.099765 , 0.40846 , 0.580187 , 0.732109 , 0.156163 , 0.862148 , 0.62978 , 0.955107 , 0.855892 , 0.695151 , 0.511185 , 0.42616 , 0.643635 , 0.0730613 , 0.850337 , 0.995788 , 0.129337 , 0.00561541 , 0.244636 , 0.135502 , 0.907407 , 0.521348 , 0.959227 , 0.301218 , 0.713584 , 0.938078 , 0.111728 , 0.872768 , 0.8493
4 , 0.609912 , 0.138066 , -0.543565 , 0.914274 , 0.819819 , -0.035493 , -0.180883 , 0.171911 , 0.306558 , 0.772393 , 0.721976 , 0.382641 , 0.440443 , 0.812311 , 0.453719 , 0.539171 , 0.0616779 , 0.0207221 , 0.210944 , 0.238258 , 0.91345 , 0.129673 , 0.26722 , 0.200964 , 0.620991 , 0.332102 , 0.17716 , 0.384716 , 0.0507218 , 0.637013 , 0.934019 , 0.0157476 , 0.43498 , 0.392987 , 0.996155 , 0.102969 , 0.799158 , 0.336558 , 0.562426 , 0.568468
5 , 0.832545 , 0.463118 , -0.435926 , 0.854823 , 0.985473 , 0.0673238 , 0.654714 , 0.971496 , -0.281594 , -0.756828 , 0.88992 , 0.503067 , 0.635456 , 0.264595 , 0.0567339 , 0.0770898 , 0.783319 , 0.380383 , 0.742821 , 0.25132 , 0.637501 , 0.674123 , 0.310282 , 0.892117 , 0.71395 , 0.288827 , 0.259102 , 0.881039 , 0.987945 , 0.0728782 , 0.758446 , 0.564074 , 0.664998 , 0.38435 , 0.601337 , 0.211585 , 0.372692 , 0.629261 , 0.262612 , 0.479629
6 , 0.750664 , -0.0951262 , 0.404157 , -0.996796 , -0.0755944 , 0.586047 , 0.910855 , -0.569292 , 0.325083 , 0.265938 , 0.175512 , 0.782586 , 0.290963 , 0.244179 , 0.973876 , 0.684835 , 0.444594 , 0.128758 , 0.281594 , 0.0245979 , 0.46144 , 0.968719 , 0.262154 , 0.679708 , 0.430128 , 0.150731 , 0.653096 , 0.173284 , 0.477035 , 0.467574 , 0.635243 , 0.891293 , 0.175542 , 0.837489 , 0.293222 , 0.978545 , 0.274911 , 0.0117801 , 0.459975 , 0.563463
7 , 0.858333 , 0.839686 , 0.968535 , 0.93173 , 0.561296 , 0.384472 , 0.923185 , 0.277108 , 0.330302 , 0.199194 , 0.710837 , 0.10239 , 0.569384 , 0.295114 , 0.848933 , 0.880947 , 0.225837 , 0.502365 , 0.483474 , 0.218543 , 0.626148 , 0.907102 , 0.704733 , 0.652547 , 0.232643 , 0.0621052 , 0.446516 , 0.149785 , 0.426099 , 0.219855 , 0.192389 , 0.00137333 , 0.167272 , 0.0345164 , 0.900693 , 0.465133 , 0.471633 , 0.903653 , 0.469283 , 0.50499
8 , 0.566454 , 0.691458 , 0.531602 , 0.205115 , 0.679525 , 0.903989 , 0.813013 , -0.273446 , 0.416425 , 0.942839 , 0.233558 , 0.24723 , 0.842708 , 0.552141 , 0.969817 , 0.932524 , 0.621723 , 0.770837 , 0.132145 , 0.094821 , 0.960326 , 0.925047 , 0.348979 , 0.310617 , 0.535813 , 0.978881 , 0.281625 , 0.942045 , 0.182714 , 0.93469 , 0.16361 , 0.0988189 , 0.893674 , 0.98349 , 0.0338755 , 0.0150456 , 0.719932 , 0.0946379 , 0.187506 , 0.47853
9 , 0.839778 , 0.48616 , 0.892422 , 0.376995 , 0.38374 , 0.851436 , 0.485031 , -0.310465 , 0.109897 , 0.193365 , 0.970946 , 0.110538 , 0.789514 , 0.861873 , 0.609149 , 0.17362 , 0.557756 , 0.534135 , 0.0619526 , 0.0731834 , 0.947264 , 0.598071 , 0.413739 , 0.975463 , 0.39671 , 0.891171 , 0.359355 , 0.959929 , 0.85049 , 0.270821 , 0.0169683 , 0.248421 , 0.602466 , 0.890561 , 0.33842 , 0.539445 , 0.134281 , 0.842433 , 0.972747 , 0.0579852
