t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.696829 , 0.67449 , 0.86462 , 0.0406812 , 0.217902 , 0.897824 , 0.45024 , 0.00918607 , 0.573992 , 0.180151
1 , 0.937834 , 0.470077 , -0.908628 , 0.894253 , 0.611469 , 0.669301 , 0.120579 , 0.698477 , -0.858638 , 0.522721
2 , -0.883206 , 0.0487381 , -0.223151 , 0.834346 , 0.299783 , -0.057741 , 0.0822169 , 0.00234993 , -0.183538 , 0.848231
3 , 0.171484 , 0.366314 , -0.25898 , 0.258492 , -0.534135 , 0.128971 , 0.1077 , 0.72631 , 0.229408 , 0.422987
4 , -0.684133 , 0.39201 , 0.972472 , -0.81402 , 0.369549 , 0.255226 , -0.884304 , 0.235542 , 0.639271 , 0.854793
5 , -0.892087 , 0.989044 , -0.025483 , -0.0555132 , 0.876644 , 0.0386059 , -0.745842 , 0.720511 , -0.447401 , -0.621143
6 , 0.0622578 , 0.415052 , 0.639729 , 0.507462 , -0.201758 , 0.837855 , 0.570971 , 0.730644 , 0.87289 , 0.832759
7 , 0.661 , 0.664998 , 0.897397 , 0.0241401 , 0.911405 , -0.240883 , 0.8258 , 0.0707114 , 0.73278 , 0.025544
8 , 0.620777 , 0.518265 , 0.384411 , -0.455794 , -0.168706 , 0.134617 , 0.181188 , 0.719199 , 0.446028 , -0.509384
9 , 0.0550859 , 0.461623 , 0.246498 , -0.288552 , 0.34431 , -0.577929 , 0.154302 , 0.138279 , 0.640095 , 0.14127
10 , 0.0963469 , 0.239631 , 0.389996 , 0.269997 , 0.033021 , 0.746452 , 0.649922 , 0.345531 , 0.575732 , 0.745445
11 , 0.520249 , 0.555895 , 0.941038 , 0.366955 , 0.293527 , 0.546587 , 0.893551 , 0.00418104 , 0.702048 , 0.91345
12 , 0.329753 , 0.0926847 , 0.197211 , 0.561388 , 0.036195 , 0.031251 , 0.946898 , 0.0694906 , 0.0856655 , 0.871975
13 , 0.336985 , 0.720328 , 0.570238 , 0.415723 , 0.322947 , 0.775994 , 0.816797 , 0.351665 , 0.0297861 , 0.600208
14 , 0.822535 , 0.776818 , 0.0847499 , 0.90643 , 0.502884 , 0.410749 , 0.954436 , 0.252602 , 0.375164 , 0.806574
15 , 0.307566 , 0.0990936 , 0.0877407 , 0.308634 , 0.0971099 , 0.908475 , 0.178961 , 0.634205 , 0.950652 , 0.177221
16 , 0.69921 , 0.625111 , 0.0777612 , 0.726432 , 0.456801 , 0.000488296 , 0.933714 , 0.701224 , 0.82223 , 0.933714
17 , 0.354625 , 0.694601 , 0.17719 , 0.99881 , 0.943999 , 0.30134 , 0.101321 , 0.582659 , 0.293497 , 0.733818
18 , 0.47972 , 0.702536 , 0.451338 , 0.0488907 , 0.87814 , 0.873074 , 0.910184 , 0.256111 , 0.728538 , 0.726035
19 , 0.0997345 , 0.486923 , 0.4138 , 0.785394 , 0.939726 , 0.315714 , 0.224036 , 0.128147 , 0.341227 , 0.545122
