t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.707572 , 0.296609 , 0.633656 , 0.630818 , 0.800409 , 0.853267 , 0.25544 , 0.190435 , 0.240516 , -0.43376 , 0.9223 , 0.844295 , 0.32017 , 0.427076 , 0.807947 , 0.038667 , 0.660237 , 0.00390637 , 0.473098 , 0.742332 , 0.923002 , 0.583697 , 0.0892666 , 0.018891 , 0.928617 , 0.162877 , 0.136845 , 0.662679 , 0.991272 , 0.100101 , 0.511063 , 0.688894 , 0.979797 , 0.223334 , 0.734733 , 0.435469 , 0.630482 , 0.416456 , 0.0826441 , 0.25895
1 , 0.477859 , 0.0859401 , 0.486404 , 0.546342 , -0.0711997 , 0.71514 , -0.959166 , 0.985961 , 0.681661 , 0.166662 , 0.523789 , 0.258156 , 0.42967 , 0.319681 , 0.0121158 , 0.484115 , 0.771661 , 0.624744 , 0.880917 , 0.115879 , 0.0976287 , 0.576128 , 0.195105 , 0.0540788 , 0.629444 , 0.693808 , 0.815973 , 0.898434 , 0.368725 , 0.0629292 , 0.655934 , 0.821741 , 0.278787 , 0.610797 , 0.380993 , 0.700552 , 0.194098 , 0.355602 , 0.725639 , 0.277779
2 , 0.353587 , 0.0514237 , 0.0926237 , 0.782159 , 0.592517 , 0.413068 , 0.925993 , 0.852626 , 0.141789 , -0.224281 , 0.100986 , 0.332804 , 0.52852 , 0.621815 , 0.578356 , 0.397687 , 0.109348 , 0.524125 , 0.0988495 , 0.633656 , 0.996155 , 0.988586 , 0.731101 , 0.30723 , 0.914243 , 0.58095 , 0.108554 , 0.823084 , 0.95114 , 0.415967 , 0.727683 , 0.534379 , 0.434034 , 0.945952 , 0.229621 , 0.344707 , 0.690237 , 0.874294 , 0.765496 , 0.996612
3 , -0.751152 , 0.293832 , -0.905911 , 0.571154 , 0.0714744 , 0.643635 , 0.422071 , 0.853786 , 0.156011 , 0.22541 , 0.772088 , 0.543382 , 0.593036 , 0.422468 , 0.0228584 , 0.868038 , 0.452284 , 0.545396 , 0.213691 , 0.548967 , 0.847926 , 0.36256 , 0.859523 , 0.841121 , 0.761986 , 0.362499 , 0.397382 , 0.732383 , 0.0647603 , 0.0729392 , 0.739555 , 0.0470901 , 0.341807 , 0.52208 , 0.959471 , 0.829066 , 0.432813 , 0.274239 , 0.206824 , 0.0587176
4 , 0.572008 , 0.192755 , -0.18598 , 0.821436 , 0.530198 , 0.455061 , -0.684225 , 0.699271 , 0.166936 , 0.992553 , 0.079989 , 0.140294 , 0.155705 , 0.0190741 , 0.567125 , 0.783715 , 0.857418 , 0.737663 , 0.493027 , 0.697684 , 0.857143 , 0.262154 , 0.19599 , 0.0477309 , 0.364849 , 0.743736 , 0.819147 , 0.958434 , 0.612293 , 0.38435 , 0.884548 , 0.448408 , 0.963073 , 0.463729 , 0.979919 , 0.439985 , 0.413587 , 0.207953 , 0.460707 , 0.014832
5 , -0.696829 , 0.336222 , -0.625416 , 0.687368 , 0.695303 , 0.683981 , -0.29133 , 0.397656 , 0.668233 , 0.318613 , 0.387921 , 0.960112 , 0.851283 , 0.0819117 , 0.865444 , 0.632313 , 0.100345 , 0.570971 , 0.570299 , 0.41023 , 0.644124 , 0.24662 , 0.563341 , 0.433454 , 0.194281 , 0.194739 , 0.643483 , 0.279702 , 0.764122 , 0.359905 , 0.539323 , 0.730277 , 0.639576 , 0.574175 , 0.0599078 , 0.949431 , 0.243599 , 0.151158 , 0.598407 , 0.608173
6 , 0.873836 , 0.397168 , -0.371136 , 0.318735 , 0.816462 , 0.903256 , -0.203467 , 0.216193 , 0.757103 , 0.285958 , 0.339549 , 0.815973 , 0.183294 , 0.804559 , 0.609638 , 0.191809 , 0.149205 , 0.449965 , 0.318735 , 0.629231 , 0.81167 , 0.9682 , 0.870357 , 0.529252 , 0.192633 , 0.673055 , 0.77691 , 0.456221 , 0.774621 , 0.0162969 , 0.393262 , 0.948332 , 0.535661 , 0.308237 , 0.0817896 , 0.399792 , 0.21952 , 0.000732444 , 0.730399 , 0.184576
7 , 0.680929 , 0.862484 , 0.255318 , 0.0529496 , 0.972533 , 0.555254 , 0.506088 , 0.203314 , 0.470809 , 0.268075 , 0.164678 , 0.499954 , 0.793023 , 0.571764 , 0.791833 , 0.146092 , 0.952574 , 0.0578021 , 0.196387 , 0.262825 , 0.636586 , 0.394543 , 0.115757 , 0.925687 , 0.0894497 , 0.471145 , 0.391675 , 0.889798 , 0.923826 , 0.849879 , 0.702231 , 0.506851 , 0.204321 , 0.869869 , 0.920194 , 0.0144963 , 0.515183 , 0.797174 , 0.510239 , 0.227699
8 , 0.258705 , 0.0443434 , 0.864071 , -0.327586 , 0.659352 , -0.0649129 , -0.679006 , 0.381634 , 0.236366 , 0.95938 , 0.112033 , 0.92761 , 0.0109867 , 0.176733 , 0.906674 , 0.155278 , 0.323527 , 0.561357 , 0.342784 , 0.30604 , 0.886105 , 0.156713 , 0.517289 , 0.43318 , 0.842921 , 0.189428 , 0.679647 , 0.409009 , 0.583605 , 0.434187 , 0.667501 , 0.569079 , 0.278817 , 0.434797 , 0.445936 , 0.232734 , 0.497757 , 0.572253 , 0.763543 , 0.0192267
9 , 0.763146 , -0.00210578 , 0.746818 , 0.395367 , 0.675344 , 0.766594 , 0.10303 , -0.6198 , 0.453261 , 0.161718 , 0.790307 , 0.456404 , 0.973754 , 0.117893 , 0.874416 , 0.412519 , 0.20069 , 0.20896 , 0.20896 , 0.760826 , 0.759026 , 0.021485 , 0.765313 , 0.36729 , 0.206305 , 0.833583 , 0.731346 , 0.179571 , 0.409192 , 0.142705 , 0.939726 , 0.592364 , 0.28898 , 0.498306 , 0.655049 , 0.869869 , 0.169408 , 0.321848 , 0.241676 , 0.423933
