t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.857418 , 0.361919 , 0.717704 , 0.627674 , 0.938566 , 0.48381 , 0.811243 , 0.419233 , 0.275307 , 0.69866 , 0.0847194 , 0.602374 , 0.864467 , 0.329142 , 0.545396 , 0.537217 , 0.51912 , 0.654714 , 0.768334 , 0.694143 , 0.782739 , 0.271859 , 0.518418 , 0.137425 , 0.515976 , 0.0529496 , 0.824763 , 0.146855 , 0.761071 , 0.716117 , 0.0499283 , 0.751946 , 0.804743 , 0.00628681 , 0.375988 , 0.880673 , 0.600421 , 0.918271 , 0.481796 , 0.18131
1 , 0.298044 , 0.0903043 , 0.960143 , 0.616779 , 0.393078 , 0.656423 , -0.965423 , 0.920713 , 0.78872 , 0.639363 , 0.926267 , 0.0396741 , 0.611957 , 0.713034 , 0.0719932 , 0.398724 , 0.659963 , 0.0108036 , 0.185339 , 0.0816675 , 0.834559 , 0.293985 , 0.92172 , 0.432752 , 0.617969 , 0.0453505 , 0.129673 , 0.579424 , 0.802454 , 0.00195318 , 0.0480667 , 0.391552 , 0.921903 , 0.383557 , 0.381573 , 0.75045 , 0.758965 , 0.897885 , 0.476089 , 0.558367
2 , 0.835139 , 0.325632 , 0.85107 , 0.395764 , 0.940336 , 0.299478 , 0.302347 , 0.314768 , 0.268197 , 0.386517 , 0.662587 , 0.754143 , 0.491989 , 0.658773 , 0.603198 , 0.456801 , 0.593188 , 0.330638 , 0.389447 , 0.202612 , 0.536363 , 0.463179 , 0.822718 , 0.273995 , 0.733238 , 0.555956 , 0.186499 , 0.0723899 , 0.526627 , 0.18363 , 0.360546 , 0.630177 , 0.857875 , 0.482101 , 0.544816 , 0.535691 , 0.123905 , 0.938536 , 0.349925 , 0.32429
3 , 0.608509 , 0.978423 , 0.212867 , 0.478164 , 0.790613 , 0.878903 , 0.337077 , 0.874966 , 0.878811 , 0.786096 , 0.469802 , 0.963683 , 0.170019 , 0.492996 , 0.110996 , 0.749992 , 0.275735 , 0.719626 , 0.768426 , 0.492691 , 0.493912 , 0.238838 , 0.426313 , 0.138249 , 0.850459 , 0.740562 , 0.717856 , 0.0121464 , 0.356059 , 0.57033 , 0.341014 , 0.782922 , 0.644551 , 0.346629 , 0.0885952 , 0.624989 , 0.63744 , 0.527421 , 0.558733 , 0.210456
4 , 0.57326 , 0.48323 , 0.727714 , 0.359264 , 0.832636 , 0.990234 , 0.411664 , -0.0966521 , 0.491562 , 0.361461 , 0.786096 , 0.262062 , 0.834773 , 0.516037 , 0.720634 , 0.210456 , 0.348033 , 0.200446 , 0.855434 , 0.713218 , 0.985412 , 0.382733 , 0.90875 , 0.494339 , 0.134678 , 0.592517 , 0.234046 , 0.124516 , 0.0183721 , 0.469039 , 0.572131 , 0.477157 , 0.372997 , 0.804743 , 0.531327 , 0.31663 , 0.679769 , 0.344768 , 0.544847 , 0.080813
5 , -0.919095 , 0.216712 , 0.723441 , 0.504379 , 0.364147 , -0.564623 , 0.144963 , 0.441389 , 0.43495 , 0.138218 , 0.120212 , 0.142918 , 0.164342 , 0.949553 , 0.491226 , 0.941954 , 0.885647 , 0.727317 , 0.707877 , 0.607776 , 0.731101 , 0.884823 , 0.749626 , 0.791223 , 0.821894 , 0.993439 , 0.490219 , 0.588061 , 0.566118 , 0.360088 , 0.447798 , 0.890591 , 0.338084 , 0.767571 , 0.393933 , 0.182012 , 0.338847 , 0.689657 , 0.569536 , 0.419935
6 , 0.745903 , 0.836665 , -0.296701 , 0.326487 , 0.570269 , 0.220161 , 0.668813 , 0.454939 , 0.11887 , -0.752586 , 0.213141 , 0.705527 , 0.927732 , 0.597583 , 0.612873 , 0.241951 , 0.848018 , 0.47557 , 0.764275 , 0.866054 , 0.287698 , 0.513871 , 0.688833 , 0.0711997 , 0.738517 , 0.38908 , 0.568194 , 0.772393 , 0.0211188 , 0.698202 , 0.380108 , 0.614612 , 0.807886 , 0.155705 , 0.531968 , 0.0538957 , 0.304758 , 0.530534 , 0.170141 , 0.446425
7 , 0.294351 , 0.731284 , 0.940916 , 0.87521 , 0.521195 , 0.185156 , 0.383709 , 0.688162 , 0.212775 , 0.696036 , 0.959563 , 0.198157 , 0.126713 , 0.376293 , 0.425642 , 0.0241401 , 0.130924 , 0.563036 , 0.586016 , 0.0498367 , 0.0681478 , 0.9935 , 0.308756 , 0.208411 , 0.445998 , 0.0900296 , 0.583667 , 0.601428 , 0.644215 , 0.337962 , 0.631306 , 0.142613 , 0.418226 , 0.449965 , 0.0925932 , 0.639699 , 0.389294 , 0.181341 , 0.242012 , 0.851222
8 , -0.969695 , 0.401013 , 0.708182 , 0.702322 , 0.368877 , 0.69924 , 0.0493179 , 0.68627 , 0.435835 , 0.370739 , 0.995331 , 0.556108 , 0.0856044 , 0.369243 , 0.167455 , 0.797479 , 0.628651 , 0.859218 , 0.390362 , 0.638874 , 0.985931 , 0.802728 , 0.241218 , 0.771722 , 0.0102237 , 0.197546 , 0.0181585 , 0.541765 , 0.829493 , 0.584887 , 0.770959 , 0.983337 , 0.192358 , 0.867031 , 0.0967132 , 0.759697 , 0.670431 , 0.60213 , 0.745567 , 0.160772
9 , 0.194922 , -0.0278024 , 0.279977 , 0.0355235 , 0.439192 , 0.32136 , 0.83755 , 0.323038 , 0.754448 , -0.749199 , 0.357463 , 0.589557 , 0.394116 , 0.564531 , 0.856349 , 0.858272 , 0.212043 , 0.038667 , 0.780541 , 0.851588 , 0.72457 , 0.601917 , 0.999451 , 0.513291 , 0.396222 , 0.154302 , 0.676077 , 0.215766 , 0.624134 , 0.871029 , 0.757866 , 0.398846 , 0.185369 , 0.160344 , 0.645772 , 0.210334 , 0.262001 , 0.324747 , 0.0382397 , 0.725455

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39
0 , 0.857418 , 0.361919 , 0.574163 , 0.502139 , 0.750853 , 0.387048 , 0.811243 , 0.419233 , 0.220246 , 0.558928 , 0.0677755 , 0.602374 , 0.864467 , 0.329142 , 0.436317 , 0.537217 , 0.415296 , 0.654714 , 0.768334 , 0.555315 , 0.626191 , 0.271859 , 0.518418 , 0.10994 , 0.515976 , 0.0529496 , 0.824763 , 0.117484 , 0.761071 , 0.716117 , 0.0499283 , 0.601556 , 0.804743 , 0.00628681 , 0.375988 , 0.880673 , 0.600421 , 0.734617 , 0.385437 , 0.18131
1 , 0.298044 , 0.0903043 , 0.768114 , 0.493423 , 0.314463 , 0.525138 , -0.965423 , 0.920713 , 0.630976 , 0.51149 , 0.741014 , 0.0396741 , 0.611957 , 0.713034 , 0.0575945 , 0.398724 , 0.52797 , 0.0108036 , 0.185339 , 0.065334 , 0.667647 , 0.293985 , 0.92172 , 0.346202 , 0.617969 , 0.0453505 , 0.129673 , 0.46354 , 0.802454 , 0.00195318 , 0.0480667 , 0.313242 , 0.921903 , 0.383557 , 0.381573 , 0.75045 , 0.758965 , 0.718308 , 0.380871 , 0.558367
