t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.916929 , -0.562426 , 0.941984 , 0.283608 , 0.0235603 , 0.165532 , 0.172094 , 0.926145 , 0.262917 , 0.708518
1 , 0.499069 , 0.586016 , -0.307993 , -0.48442 , -0.352886 , 0.965667 , -0.187567 , 0.0232856 , 0.00393689 , 0.72512
2 , 0.00665304 , 0.905606 , 0.569048 , 0.677267 , 0.0809046 , 0.453597 , 0.558367 , 0.714866 , 0.000640889 , 0.965667
3 , 0.284066 , -0.637806 , 0.345683 , -0.231635 , 0.638264 , 0.999664 , -0.0571001 , 0.12775 , 0.259346 , 0.513871
4 , 0.692373 , 0.718528 , 0.862087 , 0.44731 , 0.038728 , 0.805719 , 0.623524 , 0.0937834 , 0.222846 , 0.475723
5 , 0.298441 , 0.333567 , 0.617695 , 0.42671 , 0.469893 , 0.584185 , 0.00524918 , 0.542222 , 0.951445 , 0.387341
6 , 0.53563 , 0.942991 , 0.858303 , 0.188452 , 0.759667 , 0.127201 , 0.144871 , 0.744316 , 0.165227 , 0.2154
7 , 0.247566 , 0.434797 , 0.113559 , -0.144353 , 0.253945 , 0.305704 , 0.770714 , 0.501144 , 0.550005 , 0.657582
8 , -0.93881 , 0.384625 , 0.94058 , 0.752647 , -0.420454 , 0.221534 , 0.503342 , 0.7575 , 0.541215 , 0.732933
9 , 0.825556 , -0.472793 , 0.46559 , 0.0881069 , 0.0538652 , 0.42616 , 0.974181 , -0.326518 , 0.722587 , 0.460372
10 , 0.667806 , 0.664388 , 0.170141 , 0.977111 , 0.320017 , 0.429426 , 0.539384 , 0.381848 , 0.698569 , 0.801508
11 , 0.270028 , 0.730125 , 0.170629 , 0.607196 , 0.618885 , 0.574023 , 0.951537 , 0.0392773 , 0.790704 , 0.120701
12 , 0.288766 , 0.792505 , 0.824793 , 0.515549 , 0.269173 , 0.0459609 , 0.504685 , 0.538041 , 0.231513 , 0.777947
13 , 0.599078 , 0.90585 , 0.438612 , 0.270028 , 0.771203 , 0.393963 , 0.205359 , 0.955046 , 0.957274 , 0.568438
14 , 0.452132 , 0.741478 , 0.411481 , 0.245582 , 0.16654 , 0.527604 , 0.171178 , 0.286477 , 0.597095 , 0.909909
15 , 0.739372 , 0.231666 , 0.393719 , 0.445021 , 0.937437 , 0.625324 , 0.244026 , 0.477737 , 0.898129 , 0.15479
16 , 0.407392 , 0.0293588 , 0.994964 , 0.800623 , 0.636708 , 0.469222 , 0.29606 , 0.107974 , 0.586016 , 0.0663167
17 , 0.546281 , 0.62157 , 0.75988 , 0.114994 , 0.411786 , 0.935789 , 0.0867946 , 0.278634 , 0.465529 , 0.076693
18 , 0.345897 , 0.139866 , 0.365276 , 0.566942 , 0.383374 , 0.701254 , 0.889859 , 0.146764 , 0.486648 , 0.403058
